Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
T. Schilk,Germany,Hallescher FC,CB RB ,25,1556,60.0,59.0,59.0,58.0,53.0,34.0,51.0,37.0,58.0,60.0,57.0,55.0,40.0,62.0,37.0,39.0,61.0,56.0,60.0,61.0,66.0,73.0,63.0,69.0,41.0,31.0,62,64,1000.0,300000.0
J. Bolton,England,Shrewsbury,CB RB ,22,1541,77.0,60.0,66.0,46.0,55.0,42.0,53.0,23.0,59.0,57.0,68.0,52.0,34.0,58.0,36.0,37.0,62.0,57.0,48.0,58.0,79.0,71.0,61.0,67.0,44.0,22.0,62,67,1000.0,350000.0
Mena,Spain,Córdoba CF,LM LB ,22,1471,64.0,57.0,56.0,52.0,53.0,40.0,62.0,41.0,48.0,59.0,57.0,29.0,30.0,60.0,43.0,52.0,62.0,37.0,33.0,74.0,60.0,65.0,73.0,53.0,43.0,29.0,62,70,2000.0,375000.0
C. Humphreys-Grant,England,Manchester City,RB CB ,18,1515,68.0,56.0,63.0,46.0,48.0,33.0,45.0,35.0,60.0,54.0,76.0,51.0,33.0,66.0,40.0,50.0,56.0,55.0,44.0,58.0,67.0,64.0,65.0,71.0,39.0,26.0,62,79,8000.0,575000.0
A. Karadas,Norway,SK Brann,CB ST ,35,1685,41.0,78.0,56.0,71.0,54.0,45.0,51.0,23.0,79.0,51.0,79.0,55.0,45.0,59.0,56.0,57.0,64.0,62.0,76.0,60.0,46.0,57.0,61.0,86.0,50.0,67.0,62,62,1000.0,140000.0
M. Butcher,England,Bournemouth,CB CDM CM ,20,1563,55.0,55.0,58.0,50.0,48.0,37.0,61.0,30.0,44.0,62.0,72.0,63.0,47.0,50.0,47.0,53.0,52.0,64.0,54.0,48.0,55.0,66.0,57.0,70.0,62.0,36.0,62,76,8000.0,650000.0
Adrián,Spain,Deportivo Alavés,LB CB ,21,1436,65.0,50.0,50.0,55.0,59.0,28.0,44.0,32.0,57.0,63.0,74.0,37.0,27.0,64.0,41.0,33.0,48.0,54.0,45.0,63.0,59.0,62.0,67.0,63.0,32.0,35.0,62,71,3000.0,400000.0
A. Al Dawsari,Saudi Arabia,Al Fateh,RB LB CB ,27,1506,54.0,56.0,56.0,50.0,57.0,37.0,30.0,39.0,54.0,59.0,89.0,43.0,35.0,60.0,35.0,37.0,56.0,44.0,63.0,61.0,65.0,69.0,64.0,78.0,36.0,40.0,62,63,5000.0,290000.0
K. Fujimoto,Japan,Cerezo Osaka,CDM RB CB ,31,1405,65.0,64.0,53.0,47.0,38.0,45.0,24.0,22.0,64.0,53.0,64.0,43.0,19.0,60.0,55.0,23.0,74.0,56.0,45.0,63.0,62.0,55.0,59.0,70.0,26.0,29.0,62,62,1000.0,200000.0
Y. Hurtado,Colombia,Alianza Petrolera,RB CDM ,20,1650,66.0,55.0,63.0,53.0,71.0,38.0,51.0,31.0,49.0,66.0,82.0,58.0,44.0,58.0,43.0,51.0,56.0,64.0,42.0,57.0,66.0,87.0,61.0,56.0,61.0,32.0,62,72,1000.0,425000.0
A. Hopmark,Norway,Kristiansund BK,CB CDM ,25,1511,56.0,65.0,50.0,55.0,46.0,44.0,52.0,25.0,58.0,63.0,68.0,55.0,46.0,56.0,32.0,47.0,55.0,59.0,66.0,59.0,49.0,71.0,65.0,81.0,51.0,21.0,62,67,1000.0,350000.0
M. Berrío,Colombia,Atlético Huila,CB ,20,1502,69.0,60.0,62.0,57.0,45.0,30.0,39.0,40.0,53.0,64.0,77.0,40.0,52.0,59.0,44.0,36.0,48.0,57.0,40.0,60.0,70.0,66.0,63.0,73.0,46.0,39.0,62,76,1000.0,600000.0
M. Marcjanik,Poland,Arka Gdynia,CB ,22,1343,36.0,58.0,42.0,54.0,21.0,25.0,51.0,31.0,46.0,64.0,76.0,45.0,21.0,63.0,45.0,32.0,49.0,51.0,28.0,61.0,61.0,69.0,64.0,74.0,34.0,34.0,62,71,2000.0,400000.0
A. Hadenius,Sweden,IFK Norrköping,CB CDM ,26,1500,39.0,85.0,32.0,58.0,31.0,37.0,42.0,25.0,66.0,67.0,62.0,57.0,40.0,50.0,36.0,37.0,59.0,58.0,60.0,44.0,50.0,78.0,58.0,87.0,46.0,53.0,62,65,1000.0,325000.0
Sergi González,Spain,Atlético Madrid,LB ,22,1551,67.0,55.0,58.0,54.0,59.0,39.0,52.0,36.0,64.0,64.0,61.0,61.0,39.0,59.0,40.0,42.0,62.0,63.0,51.0,60.0,59.0,64.0,62.0,57.0,32.0,32.0,62,68,7000.0,350000.0
N. Lavanchy,Switzerland,Grasshopper Club Zürich,RB RM ,23,1768,74.0,67.0,70.0,59.0,68.0,62.0,62.0,58.0,61.0,52.0,74.0,50.0,60.0,60.0,54.0,71.0,57.0,47.0,60.0,55.0,76.0,56.0,52.0,52.0,50.0,64.0,62,68,3000.0,425000.0
A. Salvi,Italy,Cittadella,RB ,29,1755,71.0,70.0,73.0,65.0,54.0,45.0,61.0,59.0,54.0,56.0,71.0,61.0,57.0,54.0,60.0,51.0,67.0,63.0,62.0,56.0,70.0,75.0,56.0,62.0,63.0,52.0,62,62,1000.0,230000.0
L. Stevenson,Scotland,Hibernian,LM CM LB ,29,1665,50.0,69.0,74.0,57.0,54.0,37.0,65.0,55.0,59.0,59.0,75.0,58.0,29.0,66.0,53.0,54.0,63.0,65.0,58.0,58.0,53.0,73.0,66.0,59.0,62.0,12.0,62,62,2000.0,230000.0
Fran Serrano,Spain,Granada CF,CB ,22,1372,54.0,68.0,33.0,53.0,31.0,29.0,35.0,34.0,62.0,53.0,78.0,38.0,28.0,57.0,48.0,34.0,54.0,42.0,48.0,64.0,44.0,64.0,67.0,75.0,29.0,32.0,62,70,2000.0,375000.0
G. Wüthrich,Switzerland,BSC Young Boys,CB ,22,1295,51.0,57.0,38.0,45.0,27.0,30.0,30.0,29.0,63.0,65.0,71.0,34.0,19.0,59.0,39.0,30.0,53.0,38.0,39.0,62.0,37.0,63.0,67.0,83.0,36.0,23.0,62,73,3000.0,450000.0
S. Eismann,Germany,FC Carl Zeiss Jena,CB RB CDM ,29,1487,58.0,54.0,62.0,65.0,37.0,30.0,49.0,28.0,70.0,65.0,55.0,54.0,28.0,60.0,38.0,37.0,52.0,64.0,29.0,64.0,55.0,72.0,68.0,72.0,58.0,25.0,62,62,1000.0,240000.0
K. Yamakoshi,Japan,Omiya Ardija,CB ,24,1351,67.0,57.0,41.0,52.0,39.0,22.0,29.0,33.0,55.0,59.0,73.0,34.0,24.0,59.0,38.0,26.0,55.0,53.0,41.0,63.0,70.0,57.0,62.0,80.0,27.0,21.0,62,66,1000.0,325000.0
F. Neuhold,Austria,Rot-Weiß Erfurt,CDM CB ,23,1337,62.0,64.0,52.0,49.0,38.0,36.0,40.0,25.0,59.0,57.0,49.0,44.0,14.0,62.0,37.0,38.0,58.0,50.0,23.0,54.0,65.0,60.0,61.0,83.0,36.0,11.0,62,68,1000.0,350000.0
J. Poscoliero,Australia,Perth Glory,RB CB ,27,1547,68.0,58.0,60.0,57.0,51.0,39.0,45.0,40.0,58.0,59.0,77.0,52.0,34.0,61.0,43.0,40.0,52.0,57.0,42.0,61.0,73.0,74.0,63.0,72.0,47.0,32.0,62,62,2000.0,260000.0
N. Pantaleone,Argentina,Bahía Blanca,LB ,24,1479,65.0,55.0,61.0,37.0,57.0,33.0,58.0,35.0,54.0,58.0,55.0,28.0,34.0,63.0,40.0,44.0,55.0,56.0,32.0,68.0,66.0,59.0,66.0,61.0,38.0,36.0,62,69,2000.0,350000.0
H. Hollis,England,Notts County,CB ,24,1283,42.0,62.0,33.0,59.0,33.0,22.0,43.0,21.0,65.0,59.0,58.0,47.0,22.0,58.0,27.0,32.0,48.0,56.0,36.0,57.0,52.0,63.0,62.0,81.0,28.0,13.0,62,67,3000.0,350000.0
B. Purrington,England,Rotherham United,LB ,21,1649,72.0,54.0,76.0,53.0,62.0,48.0,58.0,39.0,55.0,58.0,77.0,57.0,33.0,58.0,40.0,47.0,53.0,63.0,36.0,59.0,68.0,74.0,62.0,68.0,49.0,53.0,62,74,2000.0,475000.0
C. Reppesgård,Norway,Sandefjord Fotball,CB ,24,1494,64.0,63.0,62.0,56.0,30.0,37.0,53.0,30.0,52.0,58.0,72.0,46.0,34.0,63.0,26.0,28.0,58.0,53.0,62.0,64.0,66.0,68.0,64.0,69.0,42.0,32.0,62,65,1000.0,325000.0
N. Cozza,France,Montpellier Hérault SC,CB ,18,1492,65.0,63.0,50.0,60.0,39.0,38.0,48.0,36.0,61.0,58.0,70.0,51.0,28.0,61.0,50.0,35.0,55.0,56.0,45.0,62.0,68.0,61.0,62.0,61.0,42.0,29.0,62,78,2000.0,575000.0
Jesús González,Spain,Real Zaragoza,CB ,23,1513,63.0,70.0,61.0,54.0,42.0,48.0,39.0,42.0,59.0,62.0,71.0,59.0,36.0,62.0,39.0,39.0,59.0,58.0,46.0,60.0,61.0,59.0,60.0,59.0,36.0,30.0,62,68,2000.0,350000.0
K. van der Weg,Netherlands,Ross County FC,LB ,26,1516,51.0,81.0,48.0,57.0,45.0,31.0,50.0,27.0,61.0,60.0,68.0,41.0,25.0,66.0,47.0,44.0,64.0,51.0,43.0,67.0,65.0,70.0,69.0,83.0,47.0,28.0,62,65,2000.0,300000.0
D. Sirella,Chile,CD Palestino,LB ,29,1667,53.0,66.0,42.0,58.0,70.0,45.0,56.0,51.0,53.0,67.0,62.0,59.0,52.0,52.0,58.0,57.0,53.0,57.0,53.0,62.0,71.0,61.0,61.0,65.0,65.0,47.0,62,62,1000.0,230000.0
F. Garcia,France,Nîmes Olympique,RB CB ,22,1462,62.0,52.0,63.0,53.0,65.0,38.0,49.0,42.0,49.0,63.0,52.0,47.0,29.0,63.0,31.0,39.0,52.0,50.0,43.0,67.0,64.0,40.0,68.0,75.0,28.0,30.0,62,72,1000.0,425000.0
Eliseo Falcón,Spain,Granada CF,RB CB ,20,1389,52.0,61.0,39.0,52.0,33.0,30.0,44.0,32.0,61.0,61.0,71.0,38.0,29.0,60.0,46.0,30.0,52.0,55.0,41.0,72.0,55.0,58.0,64.0,63.0,34.0,29.0,62,75,2000.0,525000.0
J. Flannigan,England,Southampton,RB CM ,21,1639,57.0,51.0,63.0,61.0,50.0,64.0,66.0,56.0,52.0,28.0,54.0,66.0,44.0,49.0,55.0,54.0,52.0,71.0,65.0,52.0,65.0,53.0,53.0,62.0,64.0,51.0,62,74,10000.0,525000.0
T. Soares,England,AFC Wimbledon,CB CDM CM ,30,1741,59.0,63.0,62.0,61.0,57.0,62.0,58.0,60.0,66.0,56.0,67.0,58.0,61.0,56.0,52.0,58.0,56.0,62.0,66.0,57.0,58.0,70.0,63.0,72.0,62.0,53.0,62,62,2000.0,280000.0
R. Matsuda,Japan,Cerezo Osaka,RB ,25,1537,80.0,76.0,82.0,39.0,67.0,25.0,55.0,31.0,37.0,58.0,68.0,53.0,22.0,51.0,37.0,41.0,51.0,58.0,21.0,62.0,79.0,73.0,57.0,77.0,37.0,28.0,62,64,1000.0,300000.0
M. Diallo,France,AJ Auxerre,LM RB ,20,1589,63.0,64.0,56.0,59.0,46.0,35.0,53.0,33.0,61.0,62.0,81.0,48.0,34.0,62.0,41.0,47.0,62.0,61.0,59.0,63.0,59.0,77.0,62.0,70.0,52.0,31.0,62,76,1000.0,600000.0
A. Whitmore,England,Bury,CB ,21,1415,55.0,63.0,37.0,55.0,30.0,35.0,43.0,32.0,61.0,62.0,69.0,40.0,28.0,60.0,41.0,28.0,58.0,43.0,49.0,61.0,53.0,65.0,62.0,69.0,31.0,33.0,62,67,6000.0,350000.0
R. Jackson,England,Colchester United,RWB RB ,26,1648,84.0,29.0,86.0,58.0,58.0,33.0,58.0,35.0,37.0,48.0,81.0,53.0,26.0,59.0,41.0,53.0,60.0,58.0,57.0,57.0,82.0,81.0,62.0,74.0,36.0,50.0,62,63,3000.0,290000.0
L. Sowah,Germany,Cracovia,CB LB ,24,1700,70.0,57.0,71.0,55.0,63.0,46.0,61.0,44.0,51.0,49.0,73.0,63.0,55.0,56.0,44.0,47.0,60.0,66.0,68.0,58.0,68.0,79.0,60.0,64.0,50.0,53.0,62,66,1000.0,325000.0
B. Passi,France,Le Havre AC,CDM CB ,19,1540,66.0,61.0,57.0,56.0,59.0,40.0,58.0,44.0,61.0,65.0,68.0,62.0,32.0,54.0,51.0,31.0,52.0,67.0,55.0,58.0,63.0,37.0,63.0,70.0,45.0,34.0,62,75,2000.0,500000.0
E. Binaku,Sweden,BK Häcken,LB ,21,1573,77.0,52.0,60.0,50.0,51.0,45.0,60.0,32.0,52.0,55.0,69.0,46.0,39.0,60.0,34.0,48.0,54.0,52.0,49.0,60.0,81.0,72.0,60.0,68.0,47.0,39.0,62,70,1000.0,375000.0
O. Cabezas,Colombia,Patriotas Boyacá FC,CB ,20,1450,75.0,58.0,66.0,48.0,47.0,34.0,53.0,25.0,66.0,68.0,73.0,26.0,20.0,60.0,38.0,41.0,59.0,42.0,21.0,55.0,64.0,72.0,62.0,72.0,36.0,20.0,62,73,1000.0,450000.0
B. Hamill,Australia,Western Sydney Wanderers,LB RB CB ,24,1533,64.0,66.0,64.0,57.0,43.0,25.0,39.0,31.0,62.0,59.0,67.0,58.0,52.0,60.0,47.0,37.0,55.0,55.0,55.0,59.0,64.0,41.0,64.0,68.0,42.0,59.0,62,65,2000.0,325000.0
D. Cortés,Mexico,Guadalajara,CM RB ,19,1551,71.0,52.0,52.0,42.0,63.0,37.0,63.0,39.0,56.0,55.0,59.0,62.0,31.0,58.0,44.0,48.0,56.0,63.0,26.0,60.0,69.0,71.0,60.0,42.0,52.0,33.0,62,76,4000.0,575000.0
A. Kuen,Austria,SK Rapid Wien,LWB RM LM ,22,1593,68.0,39.0,75.0,58.0,63.0,62.0,64.0,40.0,48.0,30.0,79.0,59.0,54.0,31.0,49.0,56.0,49.0,64.0,63.0,38.0,68.0,52.0,36.0,60.0,62.0,49.0,62,69,4000.0,425000.0
G. Gül,Germany,Fortuna Düsseldorf,CDM CB ,18,1463,62.0,51.0,67.0,47.0,28.0,31.0,48.0,37.0,59.0,63.0,82.0,49.0,23.0,60.0,39.0,29.0,59.0,58.0,39.0,63.0,62.0,66.0,62.0,66.0,36.0,22.0,62,78,2000.0,575000.0
M. Falk Olander,Sweden,IFK Norrköping,CB ,30,1593,64.0,76.0,65.0,54.0,39.0,40.0,52.0,40.0,55.0,68.0,83.0,51.0,39.0,53.0,34.0,32.0,64.0,59.0,66.0,55.0,65.0,63.0,54.0,73.0,37.0,41.0,62,62,1000.0,230000.0
A. Monsecour,Belgium,Sporting Lokeren,CB ,21,1498,72.0,46.0,68.0,62.0,48.0,29.0,45.0,30.0,58.0,64.0,80.0,61.0,18.0,65.0,38.0,27.0,63.0,63.0,38.0,61.0,63.0,56.0,60.0,62.0,35.0,29.0,62,71,2000.0,400000.0
G. Tetrashvili,Russia,FC Anzhi Makhachkala,LB CDM CM ,28,1671,60.0,64.0,61.0,55.0,55.0,39.0,60.0,34.0,62.0,58.0,61.0,66.0,45.0,67.0,49.0,51.0,67.0,68.0,56.0,70.0,58.0,68.0,69.0,70.0,58.0,32.0,62,62,4000.0,300000.0
S. Al Khaibari,Saudi Arabia,Al Fayha,CB ,27,1323,56.0,55.0,40.0,49.0,22.0,29.0,27.0,28.0,63.0,59.0,70.0,33.0,23.0,61.0,43.0,23.0,54.0,45.0,38.0,65.0,64.0,56.0,64.0,73.0,32.0,24.0,62,62,4000.0,260000.0
Akieme,Spain,Rayo Vallecano,LB ,19,1567,73.0,65.0,71.0,49.0,61.0,33.0,50.0,36.0,48.0,57.0,72.0,43.0,44.0,54.0,40.0,47.0,55.0,58.0,53.0,63.0,72.0,69.0,61.0,58.0,40.0,21.0,62,71,1000.0,375000.0
A. Fallatah,Saudi Arabia,Al Qadisiyah,CB ,23,1360,59.0,64.0,54.0,35.0,27.0,26.0,34.0,21.0,54.0,61.0,69.0,35.0,19.0,58.0,31.0,26.0,66.0,55.0,31.0,62.0,69.0,64.0,66.0,68.0,26.0,27.0,62,67,3000.0,350000.0
L. Hendrie,England,Bradford City,RB ,22,1555,69.0,60.0,67.0,54.0,55.0,39.0,56.0,45.0,57.0,59.0,61.0,49.0,35.0,58.0,30.0,44.0,62.0,54.0,49.0,61.0,72.0,66.0,60.0,61.0,56.0,34.0,62,67,7000.0,350000.0
A. Keita,Mali,Le Havre AC,LB RB CM ,23,1670,64.0,60.0,59.0,55.0,50.0,39.0,54.0,40.0,57.0,66.0,59.0,62.0,55.0,51.0,54.0,57.0,58.0,65.0,61.0,62.0,71.0,62.0,65.0,72.0,59.0,43.0,62,70,2000.0,450000.0
S. Hendrie,Scotland,Southend United,LWB LB ,22,1523,73.0,65.0,53.0,47.0,56.0,50.0,60.0,32.0,43.0,59.0,63.0,38.0,38.0,63.0,42.0,42.0,57.0,48.0,40.0,62.0,75.0,72.0,65.0,67.0,43.0,28.0,62,66,2000.0,325000.0
Y. Tokunaga,Japan,F.C. Tokyo,CB LB RB ,33,1654,54.0,58.0,65.0,65.0,63.0,44.0,55.0,46.0,57.0,64.0,62.0,62.0,44.0,60.0,51.0,46.0,63.0,60.0,56.0,61.0,49.0,72.0,61.0,78.0,47.0,47.0,62,62,2000.0,120000.0
H. Ascroft,Australia,Central Coast Mariners,CB ,22,1550,66.0,62.0,65.0,62.0,54.0,46.0,49.0,49.0,60.0,61.0,77.0,50.0,22.0,56.0,48.0,35.0,51.0,56.0,55.0,57.0,73.0,73.0,62.0,74.0,43.0,27.0,62,69,1000.0,375000.0
Lee You Hyeon,Korea Republic,Jeonnam Dragons,RB ,20,1603,73.0,58.0,64.0,38.0,64.0,50.0,65.0,56.0,38.0,49.0,58.0,52.0,36.0,63.0,38.0,65.0,59.0,59.0,37.0,61.0,68.0,64.0,63.0,54.0,63.0,32.0,62,73,1000.0,450000.0
C. Aydin,Turkey,Kayserispor,RB ,23,1634,68.0,62.0,69.0,52.0,63.0,49.0,65.0,42.0,52.0,62.0,66.0,53.0,48.0,56.0,52.0,58.0,44.0,60.0,63.0,63.0,67.0,63.0,60.0,42.0,50.0,44.0,62,67,2000.0,350000.0
J. Donacien,St Lucia,Accrington Stanley,CB LB ,23,1560,79.0,70.0,62.0,59.0,55.0,24.0,48.0,24.0,62.0,61.0,72.0,42.0,35.0,59.0,46.0,42.0,49.0,55.0,50.0,62.0,80.0,68.0,63.0,75.0,43.0,37.0,62,67,2000.0,350000.0
F. Brignani,Italy,Bologna,CB ,19,1414,61.0,51.0,65.0,53.0,21.0,33.0,41.0,32.0,64.0,55.0,67.0,38.0,28.0,68.0,42.0,24.0,54.0,42.0,50.0,63.0,67.0,67.0,68.0,67.0,34.0,31.0,62,76,4000.0,600000.0
M. Gillesphey,England,Newcastle United,LB CB ,21,1451,52.0,60.0,43.0,50.0,56.0,29.0,36.0,37.0,58.0,57.0,74.0,42.0,29.0,59.0,51.0,29.0,53.0,57.0,46.0,65.0,51.0,64.0,66.0,63.0,38.0,34.0,62,72,8000.0,425000.0
H. Hatao,Japan,Ventforet Kofu,CB ,26,1514,65.0,57.0,59.0,57.0,46.0,34.0,48.0,38.0,59.0,62.0,61.0,58.0,42.0,58.0,41.0,38.0,60.0,55.0,43.0,60.0,67.0,69.0,61.0,80.0,34.0,37.0,62,65,1000.0,325000.0
E. Sorokin,Russia,Rubin Kazan,CB ,21,1371,51.0,57.0,43.0,51.0,30.0,29.0,32.0,33.0,64.0,62.0,72.0,41.0,26.0,61.0,43.0,24.0,53.0,45.0,47.0,65.0,57.0,60.0,66.0,71.0,32.0,53.0,62,72,5000.0,425000.0
E. Johnson,England,Barnet,LB ,22,1613,72.0,50.0,66.0,58.0,60.0,48.0,57.0,39.0,52.0,57.0,85.0,52.0,41.0,60.0,47.0,41.0,54.0,57.0,42.0,63.0,67.0,73.0,63.0,66.0,41.0,34.0,62,67,2000.0,350000.0
M. Torres,Colombia,Atlético Bucaramanga,CB ,21,1520,61.0,55.0,58.0,36.0,52.0,35.0,34.0,29.0,66.0,64.0,84.0,46.0,45.0,56.0,37.0,45.0,58.0,43.0,49.0,57.0,68.0,60.0,59.0,80.0,41.0,46.0,62,74,1000.0,475000.0
M. Doucouré,France,Borussia Mönchengladbach,CB ,19,1445,65.0,63.0,65.0,45.0,32.0,30.0,32.0,35.0,56.0,56.0,75.0,41.0,28.0,64.0,44.0,29.0,59.0,48.0,56.0,61.0,68.0,59.0,63.0,72.0,32.0,31.0,62,82,3000.0,600000.0
O. Muzayil,Saudi Arabia,Al Ittihad,RB ,24,1572,76.0,66.0,66.0,48.0,57.0,31.0,55.0,40.0,52.0,55.0,62.0,53.0,33.0,60.0,43.0,48.0,57.0,61.0,45.0,57.0,78.0,66.0,62.0,58.0,49.0,29.0,62,64,5000.0,300000.0
K. Hachisuka,Japan,Vegalta Sendai,LB RB ,26,1444,65.0,51.0,57.0,47.0,67.0,31.0,54.0,26.0,46.0,64.0,64.0,28.0,26.0,62.0,37.0,44.0,67.0,52.0,24.0,54.0,65.0,69.0,61.0,80.0,33.0,23.0,62,62,1000.0,260000.0
A. Sosa,Argentina,Banfield,CB ,17,1416,54.0,62.0,48.0,42.0,37.0,34.0,30.0,31.0,64.0,58.0,71.0,40.0,32.0,61.0,53.0,44.0,55.0,43.0,40.0,63.0,62.0,55.0,67.0,60.0,30.0,34.0,62,71,2000.0,350000.0
L. Jones,England,Liverpool,CB ,21,1328,46.0,51.0,38.0,55.0,32.0,31.0,32.0,36.0,61.0,65.0,66.0,43.0,28.0,61.0,46.0,28.0,58.0,52.0,44.0,57.0,48.0,32.0,64.0,76.0,32.0,29.0,62,70,11000.0,400000.0
J. Clarke,England,Bristol Rovers,RB CB ,27,1511,53.0,69.0,50.0,38.0,47.0,45.0,36.0,30.0,58.0,56.0,70.0,51.0,48.0,57.0,36.0,35.0,52.0,56.0,70.0,59.0,61.0,68.0,61.0,79.0,39.0,28.0,62,62,2000.0,260000.0
D. Granli,Norway,Stabæk Fotball,LB RB ,23,1623,68.0,61.0,61.0,56.0,53.0,45.0,56.0,42.0,56.0,62.0,53.0,54.0,52.0,62.0,53.0,53.0,56.0,57.0,58.0,62.0,63.0,69.0,63.0,64.0,44.0,42.0,62,71,1000.0,400000.0
J. Sterry,England,Newcastle United,RWB RB ,21,1607,70.0,76.0,64.0,52.0,57.0,40.0,61.0,40.0,55.0,60.0,63.0,46.0,34.0,59.0,47.0,58.0,63.0,52.0,37.0,64.0,70.0,61.0,65.0,70.0,45.0,36.0,62,71,8000.0,400000.0
A. Kano,Saudi Arabia,Al Fayha,CB ,27,1384,60.0,60.0,62.0,42.0,23.0,28.0,34.0,24.0,61.0,59.0,82.0,35.0,25.0,60.0,36.0,25.0,53.0,37.0,37.0,64.0,65.0,69.0,65.0,72.0,35.0,29.0,62,62,4000.0,260000.0
J. Blåbjerg,Denmark,Aalborg BK,LB CB ,22,1560,74.0,42.0,63.0,58.0,62.0,30.0,58.0,21.0,57.0,59.0,74.0,54.0,33.0,64.0,38.0,43.0,58.0,60.0,48.0,62.0,76.0,73.0,64.0,68.0,33.0,24.0,62,68,2000.0,350000.0
B. Fuller,England,AFC Wimbledon,RB ,32,1634,70.0,81.0,64.0,63.0,55.0,46.0,41.0,31.0,57.0,56.0,90.0,48.0,34.0,60.0,32.0,42.0,56.0,55.0,60.0,63.0,66.0,83.0,62.0,75.0,43.0,41.0,62,62,2000.0,170000.0
R. Koike,Japan,Kashiwa Reysol,RB ,21,1487,88.0,62.0,76.0,42.0,63.0,33.0,55.0,29.0,39.0,55.0,62.0,34.0,26.0,51.0,33.0,53.0,61.0,45.0,27.0,58.0,82.0,78.0,64.0,35.0,33.0,24.0,62,67,2000.0,350000.0
Kim Sung Ju,Korea Republic,Sangju Sangmu FC,LB ,26,1696,64.0,44.0,63.0,56.0,59.0,64.0,66.0,40.0,48.0,59.0,53.0,61.0,65.0,60.0,44.0,58.0,62.0,66.0,58.0,62.0,65.0,61.0,59.0,75.0,62.0,44.0,62,63,1000.0,290000.0
O. Wijndal,Netherlands,AZ Alkmaar,LB ,17,1583,79.0,62.0,82.0,64.0,62.0,41.0,68.0,38.0,52.0,55.0,73.0,52.0,33.0,58.0,42.0,38.0,58.0,63.0,45.0,58.0,78.0,46.0,64.0,42.0,52.0,28.0,62,78,1000.0,525000.0
R. Shinzato,Japan,Ventforet Kofu,CB ,26,1489,66.0,58.0,60.0,52.0,49.0,38.0,41.0,41.0,63.0,59.0,59.0,47.0,35.0,59.0,43.0,36.0,58.0,56.0,37.0,59.0,66.0,59.0,63.0,70.0,39.0,34.0,62,63,1000.0,300000.0
P. Asmah,Ghana,Salernitana,LM LB ,21,1533,67.0,61.0,66.0,52.0,60.0,44.0,70.0,34.0,49.0,61.0,62.0,36.0,36.0,52.0,43.0,51.0,65.0,54.0,30.0,64.0,61.0,65.0,64.0,46.0,41.0,35.0,62,71,1000.0,400000.0
Bastos,Spain,C.D. Leonesa S.A.D.,RB ,25,1604,73.0,68.0,60.0,49.0,55.0,35.0,62.0,41.0,42.0,64.0,64.0,38.0,36.0,59.0,44.0,51.0,58.0,52.0,44.0,65.0,70.0,71.0,62.0,64.0,48.0,39.0,62,67,2000.0,325000.0
A. Majrashi,Saudi Arabia,Al Fateh,LB RB ,25,1550,81.0,58.0,82.0,38.0,58.0,29.0,55.0,34.0,50.0,57.0,75.0,53.0,24.0,57.0,36.0,44.0,55.0,55.0,44.0,62.0,81.0,60.0,60.0,56.0,37.0,25.0,62,63,4000.0,290000.0
K. Kallaste,Estonia,Korona Kielce,LB ,28,1587,81.0,52.0,68.0,60.0,44.0,35.0,60.0,31.0,46.0,62.0,76.0,51.0,35.0,62.0,40.0,44.0,47.0,53.0,40.0,65.0,80.0,68.0,63.0,73.0,58.0,45.0,62,62,1000.0,240000.0
M. Coppolaro,Italy,Brescia,RB CB ,20,1354,59.0,62.0,40.0,52.0,34.0,32.0,31.0,31.0,52.0,56.0,71.0,24.0,26.0,64.0,34.0,30.0,48.0,40.0,45.0,64.0,55.0,63.0,67.0,76.0,29.0,29.0,62,72,4000.0,425000.0
A. Mayorga,Mexico,Guadalajara,LB ,20,1657,71.0,60.0,74.0,45.0,60.0,41.0,58.0,47.0,62.0,59.0,57.0,64.0,43.0,66.0,48.0,56.0,54.0,66.0,63.0,59.0,68.0,53.0,64.0,66.0,46.0,47.0,62,77,6000.0,600000.0
M. Matsuhashi,Japan,Ventforet Kofu,RM RWB ,32,1636,63.0,57.0,66.0,60.0,66.0,56.0,61.0,44.0,60.0,57.0,42.0,64.0,51.0,55.0,43.0,53.0,60.0,63.0,46.0,59.0,66.0,68.0,59.0,59.0,52.0,40.0,62,62,1000.0,170000.0
P. Kpozo,Ghana,Östersunds FK,LWB LB ,19,1652,76.0,51.0,78.0,53.0,59.0,54.0,63.0,45.0,41.0,54.0,75.0,59.0,32.0,58.0,37.0,52.0,56.0,60.0,41.0,57.0,81.0,73.0,60.0,72.0,55.0,35.0,62,72,1000.0,400000.0
J. Lelieveld,Netherlands,Vitesse,RB ,19,1606,68.0,62.0,66.0,58.0,57.0,50.0,56.0,28.0,62.0,54.0,65.0,64.0,54.0,63.0,34.0,45.0,55.0,63.0,56.0,63.0,70.0,61.0,62.0,59.0,43.0,26.0,62,75,1000.0,500000.0
