Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Jumping,Long passing,Long shots,Penalties,Positioning,Short passing,Shot power,Sprint speed,Stamina,Vision,Volleys,Strength,Reactions,Overall,Potential,Wage,Value
D. Osei,England,Oldham Athletic,ST ,19,1553,78.0,43.0,68.0,73.0,56.0,49.0,43.0,45.0,61.0,59.0,42.0,56.0,68.0,47.0,50.0,57.0,53.0,53.0,58.0,77.0,65.0,48.0,48.0,56.0,58.0,59,71,1000.0,270000.0
K. Mullin,Russia,Rubin Kazan,RB RW ST ,23,1505,80.0,28.0,72.0,76.0,66.0,57.0,51.0,55.0,62.0,54.0,46.0,36.0,52.0,49.0,64.0,62.0,62.0,50.0,64.0,81.0,42.0,49.0,55.0,50.0,56.0,59,65,6000.0,220000.0
C. Deprès,France,Nîmes Olympique,ST ,22,1422,60.0,36.0,69.0,52.0,53.0,54.0,36.0,45.0,56.0,64.0,50.0,67.0,72.0,41.0,50.0,62.0,49.0,49.0,63.0,46.0,48.0,43.0,44.0,75.0,60.0,59,66,1000.0,220000.0
A. Azeez,England,Cambridge United,RW ST ,23,1449,89.0,29.0,76.0,59.0,51.0,62.0,40.0,37.0,56.0,56.0,29.0,55.0,64.0,41.0,49.0,55.0,54.0,49.0,54.0,88.0,63.0,47.0,48.0,63.0,57.0,59,67,3000.0,230000.0
S. Reyes,Mexico,Monarcas Morelia,LW ,19,1453,80.0,29.0,67.0,68.0,60.0,54.0,52.0,48.0,72.0,64.0,48.0,37.0,48.0,41.0,43.0,58.0,49.0,45.0,67.0,76.0,55.0,45.0,49.0,47.0,43.0,59,73,1000.0,325000.0
K. Kinoshita,Japan,Halmstads BK,ST ,22,1424,60.0,36.0,62.0,58.0,56.0,55.0,44.0,46.0,61.0,58.0,30.0,55.0,58.0,30.0,50.0,57.0,56.0,51.0,59.0,70.0,66.0,50.0,52.0,75.0,49.0,59,66,1000.0,220000.0
J. Carranza,Argentina,Banfield,ST ,17,1465,72.0,38.0,61.0,68.0,57.0,55.0,39.0,45.0,55.0,60.0,41.0,56.0,59.0,37.0,55.0,67.0,56.0,53.0,57.0,74.0,57.0,52.0,42.0,57.0,58.0,59,81,2000.0,350000.0
A. Grbic,Austria,SCR Altach,ST ,20,1476,72.0,46.0,61.0,65.0,58.0,48.0,52.0,54.0,57.0,57.0,48.0,58.0,50.0,42.0,50.0,52.0,49.0,52.0,60.0,75.0,61.0,52.0,52.0,72.0,52.0,59,67,2000.0,230000.0
M. Milinković,France,Heart of Midlothian,LW ,23,1373,72.0,31.0,73.0,70.0,60.0,58.0,60.0,56.0,59.0,51.0,33.0,38.0,30.0,53.0,43.0,40.0,58.0,61.0,60.0,75.0,34.0,54.0,45.0,49.0,52.0,59,65,4000.0,210000.0
R. Olsen,Denmark,FC Helsingør,RWB ,28,1628,69.0,47.0,57.0,68.0,61.0,56.0,62.0,55.0,56.0,46.0,61.0,41.0,69.0,49.0,52.0,54.0,62.0,58.0,60.0,72.0,66.0,49.0,39.0,63.0,72.0,59,59,2000.0,120000.0
L. Forte,Italy,Pescara,LW ST ,22,1440,80.0,46.0,71.0,70.0,60.0,50.0,50.0,40.0,60.0,58.0,31.0,56.0,60.0,40.0,52.0,59.0,52.0,55.0,50.0,76.0,60.0,49.0,42.0,70.0,57.0,59,65,1000.0,220000.0
C. Kader,Germany,VfR Aalen,LW ST ,20,1374,61.0,33.0,59.0,57.0,55.0,53.0,33.0,46.0,59.0,61.0,31.0,64.0,60.0,40.0,47.0,65.0,51.0,48.0,58.0,53.0,54.0,51.0,53.0,79.0,52.0,59,69,1000.0,260000.0
M. Abundiz,Mexico,Deportivo Toluca,ST ,21,1428,56.0,40.0,54.0,64.0,60.0,51.0,41.0,42.0,52.0,60.0,40.0,66.0,68.0,40.0,55.0,68.0,55.0,47.0,54.0,65.0,59.0,54.0,43.0,63.0,59.0,59,67,2000.0,230000.0
R. Kristo,United States,VfL Osnabrück,ST ,24,1293,43.0,61.0,34.0,36.0,46.0,48.0,30.0,37.0,39.0,58.0,31.0,75.0,36.0,28.0,48.0,53.0,58.0,43.0,64.0,62.0,50.0,39.0,55.0,86.0,56.0,59,65,1000.0,220000.0
M. De Luca,Italy,Torino,ST ,18,1322,48.0,32.0,48.0,44.0,56.0,55.0,35.0,52.0,56.0,64.0,43.0,65.0,61.0,35.0,61.0,52.0,60.0,58.0,56.0,40.0,40.0,46.0,57.0,60.0,59.0,59,72,4000.0,280000.0
I. Bamba,France,US Orléans Loiret Football,RW ,23,1482,72.0,36.0,68.0,58.0,60.0,58.0,55.0,52.0,62.0,58.0,54.0,32.0,55.0,42.0,52.0,62.0,54.0,56.0,58.0,70.0,58.0,49.0,64.0,54.0,51.0,59,67,1000.0,230000.0
P. Dzalto,Croatia, SSV Jahn Regensburg,ST ,20,1497,77.0,33.0,84.0,79.0,58.0,46.0,35.0,49.0,66.0,65.0,42.0,47.0,64.0,43.0,59.0,69.0,54.0,65.0,57.0,67.0,59.0,53.0,49.0,35.0,59.0,59,70,2000.0,270000.0
G. Gentile,Argentina,Temperley,ST RM ,22,1458,66.0,32.0,71.0,53.0,55.0,50.0,57.0,47.0,57.0,60.0,44.0,43.0,58.0,52.0,56.0,61.0,61.0,59.0,62.0,72.0,52.0,53.0,49.0,73.0,53.0,59,66,1000.0,220000.0
V. Faherty,Republic of Ireland,Sligo Rovers,ST ,30,1482,61.0,56.0,62.0,80.0,55.0,58.0,35.0,60.0,50.0,58.0,35.0,65.0,71.0,22.0,51.0,59.0,64.0,41.0,60.0,53.0,59.0,49.0,58.0,69.0,54.0,59,59,1000.0,150000.0
I. Ugbo,England,Barnsley,ST ,18,1355,79.0,61.0,51.0,52.0,58.0,48.0,37.0,38.0,53.0,59.0,28.0,56.0,47.0,28.0,42.0,52.0,59.0,54.0,54.0,72.0,46.0,49.0,43.0,59.0,53.0,59,74,1000.0,325000.0
M. Sevimler,Turkey,Alanyaspor,ST ,18,1390,59.0,29.0,51.0,72.0,56.0,47.0,35.0,43.0,55.0,67.0,32.0,60.0,69.0,36.0,52.0,70.0,56.0,50.0,56.0,54.0,58.0,50.0,49.0,39.0,59.0,58,72,1000.0,260000.0
L. Zanimacchia,Italy,Genoa,RW ,18,1388,54.0,39.0,47.0,45.0,68.0,53.0,54.0,50.0,65.0,65.0,42.0,47.0,38.0,46.0,46.0,62.0,54.0,49.0,70.0,55.0,34.0,55.0,51.0,45.0,54.0,58,77,3000.0,260000.0
O. Palmer,England,Lincoln City,ST ,25,1472,62.0,67.0,57.0,66.0,54.0,54.0,38.0,42.0,49.0,57.0,27.0,60.0,59.0,33.0,51.0,57.0,58.0,44.0,58.0,74.0,71.0,51.0,46.0,84.0,45.0,58,61,3000.0,160000.0
S. Jones,Wales,Grimsby Town,RW CAM CF ST ,25,1504,65.0,37.0,64.0,61.0,54.0,58.0,49.0,43.0,52.0,60.0,35.0,48.0,50.0,58.0,34.0,49.0,58.0,66.0,55.0,68.0,55.0,50.0,50.0,68.0,52.0,58,61,2000.0,160000.0
C. Lewis,New Zealand,,LW CM CAM ,20,1461,80.0,55.0,76.0,80.0,58.0,50.0,55.0,44.0,62.0,48.0,38.0,29.0,55.0,49.0,51.0,58.0,50.0,56.0,62.0,77.0,45.0,55.0,48.0,38.0,47.0,58,70,0.0,0.0
J. Romero,Argentina,Atlético Tucumán,ST ,16,1476,75.0,36.0,70.0,86.0,55.0,59.0,46.0,43.0,52.0,60.0,42.0,54.0,65.0,39.0,55.0,61.0,58.0,52.0,54.0,77.0,58.0,51.0,45.0,41.0,64.0,58,82,1000.0,280000.0
S. Ambri,France,Valenciennes FC,LM ST ,19,1456,81.0,44.0,66.0,63.0,60.0,49.0,44.0,48.0,58.0,62.0,45.0,51.0,59.0,39.0,54.0,61.0,51.0,55.0,52.0,78.0,55.0,55.0,50.0,52.0,48.0,58,69,1000.0,210000.0
G. Karlen,Switzerland,FC Sion,RW ST CM ,22,1654,67.0,69.0,58.0,59.0,58.0,55.0,57.0,43.0,59.0,63.0,38.0,65.0,72.0,59.0,52.0,63.0,59.0,60.0,62.0,71.0,60.0,62.0,57.0,61.0,44.0,58,68,3000.0,200000.0
N. Ennis,England,Shrewsbury,ST ,18,1396,78.0,29.0,71.0,77.0,57.0,48.0,29.0,45.0,58.0,60.0,29.0,49.0,56.0,37.0,54.0,56.0,51.0,43.0,60.0,83.0,61.0,42.0,50.0,60.0,50.0,58,80,4000.0,290000.0
R. Turner,England,Morecambe,LW CAM RM ST ,21,1419,86.0,32.0,61.0,63.0,49.0,52.0,37.0,33.0,54.0,58.0,30.0,52.0,71.0,36.0,57.0,63.0,60.0,49.0,50.0,82.0,57.0,39.0,52.0,61.0,53.0,58,64,1000.0,180000.0
T. Hiraoka,Japan,F.C. Tokyo,LW RW CAM ,21,1599,78.0,55.0,81.0,91.0,58.0,52.0,50.0,43.0,55.0,53.0,44.0,34.0,91.0,58.0,52.0,47.0,52.0,55.0,52.0,75.0,70.0,53.0,45.0,35.0,56.0,58,67,1000.0,200000.0
M. Baku,Germany,SG Sonnenhof Großaspach,LW ST RW ,19,1453,87.0,42.0,90.0,83.0,56.0,51.0,50.0,40.0,55.0,43.0,39.0,30.0,67.0,43.0,39.0,45.0,52.0,49.0,50.0,89.0,64.0,46.0,41.0,53.0,65.0,58,72,1000.0,270000.0
M. Mølvadgaard,Denmark,Randers FC,ST ,17,1375,65.0,28.0,62.0,64.0,64.0,45.0,44.0,42.0,54.0,60.0,29.0,52.0,66.0,46.0,49.0,56.0,58.0,44.0,57.0,74.0,61.0,42.0,41.0,60.0,46.0,58,74,1000.0,250000.0
A. Al Megbas,Saudi Arabia,Al Shabab,ST ,21,1490,79.0,55.0,71.0,68.0,61.0,45.0,37.0,40.0,58.0,59.0,42.0,54.0,50.0,42.0,55.0,58.0,53.0,49.0,57.0,75.0,70.0,46.0,46.0,47.0,53.0,58,68,4000.0,210000.0
Raul Asencio,Spain,Avellino,ST ,19,1401,51.0,42.0,65.0,52.0,55.0,54.0,39.0,44.0,58.0,61.0,36.0,58.0,64.0,43.0,54.0,61.0,59.0,55.0,56.0,51.0,58.0,52.0,47.0,63.0,59.0,58,71,3000.0,240000.0
Y. Mabella,France,La Berrichonne de Châteauroux,ST ,21,1396,70.0,70.0,62.0,60.0,54.0,56.0,33.0,40.0,54.0,63.0,30.0,58.0,57.0,33.0,57.0,62.0,54.0,42.0,54.0,68.0,48.0,51.0,42.0,63.0,50.0,58,68,1000.0,210000.0
R. Kitto,Australia,Adelaide United,CAM RW ,22,1466,75.0,42.0,61.0,61.0,58.0,54.0,63.0,42.0,57.0,51.0,35.0,36.0,53.0,57.0,39.0,44.0,53.0,58.0,51.0,73.0,58.0,60.0,38.0,52.0,52.0,58,66,1000.0,190000.0
J. Barnum-Bobb,England,Newport County,RWB RB ,21,1469,81.0,48.0,60.0,82.0,51.0,52.0,51.0,36.0,56.0,32.0,33.0,46.0,60.0,29.0,29.0,36.0,47.0,41.0,51.0,78.0,65.0,36.0,32.0,59.0,48.0,58,65,1000.0,150000.0
B. Spencer,United States,Toronto FC,ST ,22,1354,40.0,62.0,32.0,34.0,58.0,45.0,42.0,43.0,52.0,57.0,35.0,63.0,35.0,49.0,52.0,52.0,59.0,57.0,59.0,42.0,46.0,50.0,54.0,79.0,50.0,58,65,1000.0,180000.0
M. Meli,Italy,Fiorentina,RW ,17,1445,60.0,33.0,58.0,58.0,69.0,51.0,58.0,49.0,64.0,66.0,46.0,43.0,48.0,45.0,42.0,69.0,53.0,57.0,69.0,62.0,45.0,49.0,51.0,50.0,37.0,58,80,5000.0,280000.0
E. Bostancı,Netherlands,Willem II,ST LM ,21,1448,64.0,29.0,57.0,58.0,66.0,54.0,60.0,48.0,68.0,68.0,39.0,44.0,43.0,47.0,45.0,66.0,50.0,50.0,71.0,69.0,48.0,47.0,54.0,68.0,35.0,58,67,1000.0,200000.0
B. Biabi,Scotland,Hamilton Academical FC,ST ,21,1380,67.0,30.0,59.0,55.0,51.0,52.0,34.0,44.0,56.0,59.0,32.0,63.0,58.0,36.0,60.0,62.0,50.0,48.0,64.0,64.0,61.0,44.0,51.0,66.0,51.0,58,72,7000.0,280000.0
D. Lodesani,Italy,Foggia,RW ,22,1444,67.0,40.0,61.0,70.0,60.0,52.0,55.0,54.0,59.0,55.0,50.0,41.0,55.0,46.0,59.0,50.0,56.0,51.0,57.0,68.0,62.0,53.0,58.0,39.0,51.0,58,68,1000.0,200000.0
J. Hooper,England,Grimsby Town,LM ST ,23,1439,78.0,53.0,65.0,65.0,56.0,49.0,45.0,28.0,53.0,60.0,22.0,60.0,70.0,28.0,45.0,52.0,58.0,41.0,51.0,80.0,66.0,53.0,46.0,68.0,45.0,58,66,2000.0,190000.0
E. Håland,Norway,Molde FK,ST ,16,1450,63.0,67.0,68.0,59.0,57.0,48.0,42.0,67.0,58.0,59.0,33.0,56.0,67.0,33.0,55.0,60.0,53.0,46.0,56.0,73.0,51.0,49.0,51.0,66.0,52.0,58,78,1000.0,250000.0
S. Otayf,Saudi Arabia,Al Raed,ST ,26,1480,63.0,52.0,63.0,70.0,59.0,60.0,51.0,42.0,63.0,58.0,31.0,45.0,59.0,54.0,60.0,63.0,59.0,56.0,52.0,59.0,56.0,55.0,56.0,63.0,62.0,58,59,3000.0,150000.0
J. Padilla,Mexico,Pachuca,RW ,18,1404,52.0,31.0,56.0,64.0,66.0,49.0,57.0,45.0,68.0,61.0,48.0,48.0,48.0,47.0,46.0,58.0,54.0,54.0,71.0,56.0,34.0,46.0,55.0,36.0,57.0,58,77,3000.0,260000.0
M. Majrashi,Saudi Arabia,Al Faisaly,CAM LM ST ,26,1461,68.0,56.0,63.0,51.0,60.0,45.0,46.0,40.0,60.0,55.0,23.0,43.0,84.0,38.0,53.0,49.0,51.0,53.0,67.0,60.0,67.0,38.0,66.0,78.0,54.0,58,58,4000.0,140000.0
A. Muskwe,England,Leicester City,ST ,18,1488,65.0,58.0,69.0,59.0,60.0,50.0,35.0,47.0,54.0,58.0,48.0,62.0,67.0,42.0,43.0,55.0,54.0,49.0,56.0,69.0,66.0,49.0,48.0,68.0,52.0,58,73,5000.0,260000.0
P. Amond,Republic of Ireland,Newport County,ST ,29,1437,60.0,35.0,58.0,70.0,54.0,55.0,45.0,50.0,56.0,59.0,38.0,56.0,61.0,37.0,54.0,55.0,60.0,43.0,59.0,56.0,61.0,49.0,55.0,62.0,55.0,58,58,2000.0,130000.0
O. Zubkov,Ukraine,Shakhtar Donetsk,ST ,20,1310,56.0,30.0,50.0,64.0,51.0,54.0,25.0,30.0,55.0,62.0,33.0,55.0,67.0,34.0,63.0,55.0,58.0,39.0,65.0,51.0,58.0,48.0,46.0,50.0,62.0,58,68,1000.0,210000.0
J. O'Hanlon,Republic of Ireland,St. Patrick's Athletic,ST ,21,1384,75.0,50.0,53.0,50.0,57.0,53.0,27.0,31.0,52.0,54.0,32.0,64.0,67.0,26.0,41.0,55.0,56.0,46.0,53.0,67.0,65.0,51.0,41.0,72.0,52.0,58,66,1000.0,190000.0
A. Akhyadov,Russia,Terek Grozny,ST ,23,1484,65.0,65.0,74.0,78.0,60.0,53.0,31.0,47.0,51.0,61.0,43.0,43.0,72.0,40.0,45.0,41.0,58.0,49.0,60.0,67.0,65.0,43.0,52.0,69.0,51.0,58,64,4000.0,180000.0
E. Calderini,Italy,Foggia,RM CM ST CAM ,29,1469,70.0,54.0,61.0,63.0,61.0,55.0,50.0,53.0,51.0,51.0,49.0,44.0,49.0,54.0,54.0,52.0,54.0,61.0,51.0,69.0,62.0,53.0,46.0,59.0,61.0,58,58,1000.0,120000.0
J. O'Flynn,Republic of Ireland,Limerick FC,ST ,33,1420,76.0,48.0,69.0,53.0,57.0,63.0,43.0,41.0,59.0,58.0,42.0,57.0,45.0,41.0,41.0,61.0,59.0,45.0,57.0,65.0,67.0,55.0,55.0,58.0,51.0,58,58,1000.0,80000.0
A. Jawo,Sweden,Djurgårdens IF,ST ,32,1669,72.0,55.0,80.0,83.0,63.0,64.0,52.0,61.0,60.0,55.0,45.0,53.0,74.0,38.0,54.0,65.0,58.0,51.0,49.0,68.0,76.0,61.0,60.0,62.0,57.0,58,58,1000.0,100000.0
M. Eisa,Sudan,Cheltenham Town,ST ,22,1421,76.0,36.0,62.0,58.0,58.0,55.0,48.0,55.0,63.0,58.0,54.0,53.0,61.0,30.0,44.0,56.0,56.0,46.0,57.0,75.0,73.0,46.0,45.0,62.0,43.0,58,66,2000.0,190000.0
T. Lebeau,France,Chamois Niortais FC,CF CM CAM ,18,1484,72.0,45.0,70.0,79.0,59.0,53.0,58.0,50.0,58.0,57.0,41.0,37.0,62.0,54.0,41.0,53.0,40.0,61.0,59.0,63.0,50.0,58.0,45.0,40.0,56.0,58,72,1000.0,260000.0
C. Coll,Republic of Ireland,Finn Harps,CB LWB LB ,25,1488,76.0,58.0,68.0,72.0,53.0,47.0,53.0,48.0,54.0,26.0,35.0,55.0,86.0,52.0,22.0,27.0,41.0,44.0,22.0,80.0,78.0,38.0,25.0,62.0,48.0,58,61,1000.0,130000.0
M. Døhr Thychosen,Denmark,AC Horsens,ST RM RB ,20,1667,75.0,54.0,72.0,71.0,58.0,59.0,55.0,54.0,58.0,57.0,51.0,53.0,73.0,47.0,57.0,40.0,54.0,52.0,52.0,73.0,72.0,58.0,54.0,64.0,56.0,58,71,3000.0,220000.0
M. Donohue,England,Fleetwood Town,RW RM ,19,1464,68.0,38.0,62.0,76.0,64.0,50.0,55.0,50.0,70.0,45.0,45.0,44.0,44.0,55.0,46.0,67.0,42.0,55.0,63.0,67.0,37.0,56.0,49.0,31.0,50.0,58,71,1000.0,240000.0
F. Bay,Denmark,FC Helsingør,LWB ,19,1604,67.0,58.0,74.0,55.0,57.0,50.0,60.0,62.0,60.0,33.0,61.0,37.0,51.0,59.0,36.0,51.0,52.0,56.0,57.0,65.0,63.0,54.0,52.0,64.0,57.0,58,73,1000.0,240000.0
C. Furlong,England,Milton Keynes Dons,ST CAM ,19,1424,72.0,27.0,75.0,71.0,57.0,52.0,55.0,53.0,60.0,55.0,30.0,44.0,52.0,55.0,46.0,52.0,50.0,59.0,51.0,73.0,52.0,54.0,52.0,53.0,52.0,58,71,1000.0,240000.0
M. Drawz,Poland,Hamburger SV,RM ST ,18,1475,68.0,41.0,68.0,74.0,64.0,50.0,61.0,55.0,66.0,58.0,41.0,47.0,55.0,49.0,46.0,50.0,53.0,57.0,59.0,64.0,53.0,49.0,56.0,41.0,53.0,58,71,3000.0,230000.0
C. Stark,Germany,Hamburger SV,ST ,19,1415,69.0,38.0,68.0,67.0,58.0,46.0,41.0,45.0,61.0,64.0,43.0,39.0,65.0,40.0,51.0,48.0,53.0,51.0,60.0,68.0,52.0,53.0,47.0,65.0,48.0,58,71,3000.0,240000.0
D. Tarpey,England,Barnet,ST ,28,1485,72.0,42.0,72.0,65.0,55.0,51.0,42.0,46.0,52.0,62.0,47.0,60.0,66.0,42.0,52.0,61.0,55.0,49.0,55.0,74.0,56.0,46.0,42.0,56.0,51.0,58,58,2000.0,130000.0
A. Wixted,Republic of Ireland,Drogheda United,LW RM ,22,1495,80.0,44.0,80.0,78.0,53.0,52.0,55.0,47.0,55.0,53.0,31.0,51.0,63.0,51.0,58.0,52.0,50.0,56.0,59.0,80.0,63.0,51.0,45.0,57.0,50.0,58,64,1000.0,170000.0
Y. Matsushita,Japan,Vissel Kobe,CM LB LW LM ,23,1476,75.0,53.0,56.0,75.0,67.0,42.0,61.0,43.0,46.0,54.0,37.0,48.0,56.0,53.0,30.0,44.0,54.0,51.0,53.0,74.0,62.0,49.0,37.0,48.0,46.0,58,67,1000.0,200000.0
J. Cisotti,Italy,La Spezia,ST ,24,1408,67.0,26.0,72.0,66.0,60.0,58.0,62.0,49.0,62.0,56.0,40.0,48.0,45.0,34.0,54.0,56.0,56.0,42.0,67.0,72.0,46.0,42.0,58.0,58.0,52.0,58,64,1000.0,180000.0
F. Melivilo,Argentina,Defensa y Justicia,RW LM ,25,1470,53.0,57.0,49.0,47.0,60.0,50.0,50.0,41.0,65.0,61.0,32.0,64.0,60.0,42.0,59.0,54.0,60.0,59.0,67.0,55.0,63.0,49.0,53.0,78.0,55.0,58,60,2000.0,160000.0
M. Sissako,France,ES Troyes AC,RW LW ST ,21,1448,79.0,45.0,79.0,77.0,55.0,52.0,35.0,42.0,61.0,54.0,29.0,54.0,69.0,30.0,51.0,64.0,60.0,53.0,48.0,79.0,53.0,46.0,37.0,60.0,59.0,58,72,3000.0,280000.0
K. Ogawa,Japan,Júbilo Iwata,ST ,19,1350,77.0,26.0,57.0,55.0,50.0,57.0,23.0,42.0,52.0,61.0,32.0,54.0,66.0,24.0,56.0,58.0,54.0,41.0,57.0,81.0,59.0,46.0,56.0,63.0,52.0,58,74,1000.0,280000.0
S. Mauritz-Hansen,Norway,Stabæk Fotball,ST ,22,1373,60.0,42.0,56.0,68.0,54.0,50.0,44.0,45.0,57.0,61.0,30.0,56.0,60.0,35.0,57.0,64.0,53.0,56.0,59.0,69.0,50.0,51.0,47.0,57.0,45.0,58,64,1000.0,180000.0
J. Osabutey,Ghana,Werder Bremen II,ST ,18,1439,89.0,58.0,71.0,63.0,55.0,45.0,48.0,31.0,60.0,60.0,37.0,50.0,74.0,32.0,49.0,56.0,48.0,45.0,62.0,87.0,54.0,39.0,37.0,57.0,53.0,58,76,1000.0,260000.0
E. Granat,Sweden,GIF Sundsvall,CM LW RW ,21,1560,69.0,65.0,82.0,85.0,62.0,50.0,56.0,46.0,64.0,46.0,39.0,37.0,81.0,58.0,45.0,42.0,51.0,60.0,51.0,64.0,67.0,54.0,35.0,35.0,52.0,58,65,1000.0,180000.0
A. Llovet,France,Montpellier Hérault SC,ST ,19,1522,68.0,54.0,76.0,83.0,54.0,50.0,58.0,56.0,66.0,61.0,41.0,48.0,51.0,47.0,58.0,71.0,49.0,60.0,63.0,68.0,50.0,58.0,60.0,34.0,60.0,58,74,2000.0,280000.0
E. Dsane,England,Finn Harps,LM LW ST ,20,1500,80.0,29.0,76.0,77.0,57.0,56.0,50.0,57.0,57.0,56.0,61.0,44.0,52.0,37.0,55.0,46.0,58.0,55.0,58.0,76.0,73.0,56.0,33.0,61.0,50.0,58,68,1000.0,210000.0
N. Mileusnic,Australia,Adelaide United,LW RW ,23,1450,88.0,36.0,76.0,68.0,56.0,50.0,43.0,45.0,60.0,52.0,39.0,40.0,40.0,37.0,46.0,53.0,56.0,45.0,62.0,88.0,68.0,53.0,46.0,59.0,55.0,58,64,1000.0,170000.0
K. Luibrand,Germany,Karlsruher SC,RW ST ,23,1388,68.0,33.0,67.0,68.0,55.0,46.0,43.0,37.0,52.0,62.0,29.0,51.0,72.0,26.0,52.0,58.0,57.0,48.0,56.0,67.0,55.0,41.0,49.0,62.0,53.0,58,64,1000.0,180000.0
M. Tissera,Argentina,Newell's Old Boys,ST ,20,1439,66.0,30.0,69.0,67.0,52.0,45.0,36.0,47.0,48.0,61.0,35.0,61.0,67.0,33.0,55.0,74.0,58.0,52.0,55.0,72.0,71.0,51.0,52.0,56.0,56.0,58,66,2000.0,190000.0
R. de la Rosa,Mexico,Pachuca,ST ,17,1365,59.0,32.0,54.0,70.0,57.0,53.0,40.0,40.0,57.0,65.0,39.0,63.0,67.0,35.0,54.0,72.0,53.0,49.0,52.0,60.0,55.0,46.0,39.0,52.0,51.0,58,72,3000.0,250000.0
R. Simpson,England,Exeter City,ST ,32,1587,55.0,54.0,58.0,59.0,55.0,61.0,52.0,46.0,56.0,52.0,56.0,55.0,64.0,50.0,50.0,58.0,55.0,56.0,61.0,65.0,70.0,60.0,50.0,74.0,59.0,58,58,2000.0,100000.0
R. Hack,Germany,TSG 1899 Hoffenheim,ST LW ,18,1460,62.0,38.0,67.0,76.0,62.0,56.0,54.0,53.0,64.0,61.0,49.0,47.0,44.0,48.0,43.0,54.0,55.0,52.0,64.0,63.0,50.0,54.0,53.0,45.0,45.0,58,72,3000.0,260000.0
S. Tetteh,Ghana,FC Red Bull Salzburg,LW ST ,20,1473,76.0,31.0,69.0,70.0,59.0,44.0,41.0,56.0,64.0,60.0,62.0,47.0,62.0,39.0,55.0,62.0,47.0,51.0,64.0,79.0,56.0,51.0,58.0,48.0,50.0,58,70,4000.0,230000.0
J. Simonsen,Denmark,SønderjyskE,ST ,21,1519,79.0,47.0,70.0,67.0,57.0,47.0,46.0,46.0,59.0,53.0,37.0,53.0,65.0,33.0,43.0,52.0,54.0,39.0,61.0,78.0,58.0,41.0,52.0,61.0,66.0,58,70,2000.0,230000.0
D. Morrissey,Republic of Ireland,Finn Harps,LW RW ST ,23,1432,74.0,46.0,66.0,71.0,57.0,58.0,40.0,49.0,56.0,58.0,52.0,53.0,60.0,33.0,54.0,53.0,63.0,39.0,56.0,68.0,58.0,49.0,49.0,50.0,55.0,58,67,1000.0,200000.0
S. Brennan,Republic of Ireland,Drogheda United,LW CM RM LM ,31,1577,51.0,53.0,44.0,54.0,57.0,56.0,57.0,61.0,58.0,57.0,60.0,52.0,48.0,55.0,58.0,60.0,54.0,60.0,57.0,50.0,71.0,59.0,46.0,49.0,48.0,58,58,1000.0,110000.0
B. Whitfield,England,Port Vale,RW CM CAM ,21,1478,65.0,43.0,68.0,90.0,62.0,59.0,49.0,50.0,67.0,42.0,47.0,31.0,52.0,58.0,46.0,46.0,42.0,60.0,58.0,65.0,52.0,60.0,40.0,32.0,50.0,58,70,6000.0,230000.0
A. O'Hanlon,Republic of Ireland,St. Patrick's Athletic,CAM LW ,20,1677,62.0,69.0,61.0,75.0,59.0,55.0,58.0,55.0,57.0,55.0,56.0,46.0,56.0,58.0,50.0,58.0,57.0,62.0,56.0,67.0,71.0,54.0,50.0,47.0,50.0,58,73,1000.0,280000.0
Kim Sung Ju,Korea Republic,Jeonnam Dragons,ST ,18,1376,71.0,43.0,59.0,76.0,57.0,44.0,36.0,44.0,59.0,59.0,32.0,49.0,54.0,32.0,49.0,58.0,61.0,49.0,49.0,71.0,56.0,43.0,44.0,56.0,55.0,58,71,1000.0,230000.0
A. George,India,,CF CAM ,25,1352,60.0,33.0,52.0,57.0,61.0,47.0,30.0,37.0,57.0,48.0,33.0,57.0,64.0,60.0,54.0,56.0,52.0,65.0,45.0,63.0,58.0,55.0,42.0,41.0,50.0,58,60,0.0,0.0
Lee Joong Seo,Korea Republic,GwangJu FC,ST ,22,1308,68.0,31.0,53.0,63.0,57.0,44.0,25.0,32.0,57.0,63.0,33.0,52.0,51.0,30.0,48.0,55.0,56.0,48.0,54.0,69.0,58.0,47.0,41.0,54.0,60.0,58,67,1000.0,200000.0
K. Majić,Croatia,Fortuna Düsseldorf,ST ,19,1391,65.0,33.0,66.0,70.0,52.0,43.0,33.0,41.0,58.0,61.0,33.0,56.0,67.0,28.0,51.0,55.0,51.0,50.0,64.0,65.0,53.0,44.0,40.0,66.0,51.0,58,73,2000.0,280000.0
M. Barnes,England,Southampton,ST ,20,1439,67.0,40.0,56.0,64.0,56.0,49.0,36.0,50.0,53.0,60.0,43.0,59.0,62.0,44.0,55.0,61.0,52.0,55.0,56.0,65.0,56.0,55.0,49.0,61.0,58.0,58,71,8000.0,250000.0
C. Manicone,Italy,FC Lugano,ST ,19,1381,68.0,42.0,61.0,66.0,57.0,58.0,51.0,42.0,52.0,58.0,33.0,48.0,37.0,38.0,47.0,45.0,65.0,46.0,49.0,70.0,56.0,51.0,47.0,62.0,59.0,58,73,1000.0,280000.0
