Name,Nationality,Club,Preferred Positions,Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
M. Iliadis,Greece,Salernitana,GK ,21,852,53.0,57.0,52.0,59.0,58.0,56,66,110000.0,1000.0
M. Asiri,Saudi Arabia,Al Qadisiyah,GK ,24,993,54.0,56.0,51.0,56.0,57.0,56,60,80000.0,2000.0
T. Te Duits,Netherlands,Excelsior,GK ,18,789,53.0,57.0,52.0,58.0,53.0,56,72,150000.0,1000.0
D. Olsson,Sweden,IF Elfsborg,GK ,20,1033,55.0,58.0,55.0,54.0,53.0,56,68,130000.0,1000.0
H. Isted,England,Luton Town,GK ,20,980,60.0,54.0,54.0,50.0,57.0,56,70,160000.0,2000.0
A. Rawls,United States,New York City Football Club,GK ,25,1000,58.0,56.0,67.0,53.0,58.0,56,62,90000.0,1000.0
Y. Kato,Japan,Omiya Ardija,GK ,19,856,54.0,58.0,53.0,58.0,59.0,56,72,160000.0,1000.0
W. Percevaux,France,US Orléans Loiret Football,GK ,18,913,59.0,58.0,56.0,55.0,59.0,56,67,110000.0,1000.0
J. Lumley,England,Queens Park Rangers,GK ,22,1035,56.0,59.0,56.0,50.0,56.0,56,65,110000.0,3000.0
J. Pourtau,Argentina,Estudiantes de La Plata,GK ,17,854,56.0,58.0,55.0,53.0,62.0,56,75,150000.0,1000.0
J. Maddison,England,Yeovil Town,GK ,22,981,62.0,46.0,54.0,48.0,65.0,56,66,110000.0,1000.0
D. Mitov,Bulgaria,Cambridge United,GK ,20,1107,63.0,54.0,53.0,51.0,55.0,56,65,110000.0,2000.0
K. Okanishi,Japan,Ventforet Kofu,GK ,26,956,59.0,55.0,53.0,55.0,54.0,56,60,80000.0,1000.0
M. Nicolas,Germany,Borussia Mönchengladbach,GK ,19,918,61.0,57.0,54.0,49.0,53.0,56,74,160000.0,1000.0
M. Layer,Germany,VfR Aalen,GK ,18,834,59.0,59.0,55.0,52.0,52.0,56,71,150000.0,1000.0
S. Brodersen,Germany,FC St. Pauli,GK ,20,982,57.0,54.0,52.0,56.0,56.0,56,67,120000.0,1000.0
H. Al Watyan,Saudi Arabia,Al Fateh,GK ,20,1036,55.0,58.0,47.0,52.0,58.0,56,68,130000.0,2000.0
J. Hall,Australia,Western Sydney Wanderers,GK ,22,900,55.0,54.0,50.0,57.0,62.0,56,64,100000.0,1000.0
E. Balcombe,England,Brentford,GK ,17,976,53.0,56.0,53.0,59.0,54.0,56,72,150000.0,2000.0
M. Janssens,Belgium,Waasland-Beveren,GK ,19,982,60.0,55.0,51.0,49.0,58.0,56,69,140000.0,1000.0
H. Nakabayashi,Japan,Sanfrecce Hiroshima,GK ,31,941,59.0,54.0,66.0,52.0,59.0,56,56,50000.0,1000.0
I. Chicco,Argentina,Colon de Santa Fe,GK ,21,876,58.0,59.0,52.0,56.0,56.0,56,70,160000.0,1000.0
H. Campbell,England,Burton Albion,GK ,21,1009,63.0,52.0,47.0,55.0,56.0,56,69,140000.0,1000.0
J. Jiménez,Colombia,Envigado FC,GK ,21,1023,57.0,52.0,56.0,56.0,55.0,56,68,130000.0,1000.0
S. Kawamata,Japan,Kashima Antlers,GK ,27,889,58.0,52.0,55.0,54.0,63.0,56,56,60000.0,1000.0
L. Zigi,Ghana,FC Sochaux-Montbéliard,GK ,20,1051,58.0,47.0,47.0,56.0,61.0,56,73,160000.0,1000.0
M. Ranmark,Norway,Molde FK,GK ,21,889,55.0,60.0,57.0,54.0,58.0,56,64,100000.0,1000.0
N. Feely,Australia,Perth Glory,GK ,25,961,59.0,52.0,52.0,56.0,56.0,56,61,90000.0,1000.0
M. Díaz,Argentina,Club Atlético Tigre,GK ,27,825,51.0,53.0,53.0,61.0,55.0,56,59,80000.0,2000.0
R. Scully,Scotland,Partick Thistle F.C.,GK ,24,1012,59.0,53.0,50.0,54.0,57.0,56,64,100000.0,1000.0
Y. Zummack,Germany,Sportfreunde Lotte,GK ,21,928,59.0,51.0,53.0,51.0,61.0,56,62,90000.0,1000.0
Robert Sanchez,Spain,Brighton & Hove Albion,GK ,19,947,60.0,52.0,57.0,52.0,59.0,55,73,160000.0,2000.0
Yun Pyeong Gook,Korea Republic,GwangJu FC,GK ,25,1049,57.0,50.0,53.0,52.0,56.0,55,60,80000.0,1000.0
H. Fukushima,Japan,Urawa Red Diamonds,GK ,24,1112,56.0,52.0,64.0,52.0,57.0,55,62,90000.0,1000.0
K. McIntosh,United States,Portland Timbers,GK ,23,1142,53.0,55.0,64.0,54.0,55.0,55,62,90000.0,1000.0
N. Berchtold,Switzerland,FC Sion,GK ,17,853,59.0,59.0,55.0,49.0,54.0,55,77,160000.0,1000.0
M. Cassara,France,GFC Ajaccio,GK ,25,809,54.0,59.0,51.0,58.0,52.0,55,60,80000.0,1000.0
Marcos Lavín,Spain,Córdoba CF,GK ,20,858,54.0,63.0,51.0,48.0,54.0,55,66,120000.0,1000.0
K. Chorążka,Poland,Wisła Kraków,GK ,18,817,58.0,55.0,48.0,52.0,60.0,55,74,150000.0,1000.0
S. Hernández,Mexico,Club Atlas,GK ,20,898,55.0,55.0,56.0,57.0,56.0,55,68,140000.0,2000.0
A. Kapp,United States,Minnesota Thunder,GK ,22,1157,58.0,55.0,63.0,49.0,54.0,55,64,100000.0,1000.0
C. Winn,England,Galway United,GK ,25,1036,59.0,52.0,56.0,45.0,61.0,55,58,80000.0,1000.0
R. Fitzsimons,Republic of Ireland,Notts County,GK ,23,957,56.0,52.0,51.0,51.0,53.0,55,65,110000.0,2000.0
A. Palmer,England,West Bromwich Albion,GK ,20,910,62.0,49.0,58.0,50.0,57.0,55,65,110000.0,4000.0
R. Boot,England,Port Vale,GK ,22,1123,55.0,53.0,51.0,53.0,54.0,55,65,110000.0,2000.0
S. Rowley,England,Shrewsbury,GK ,20,1007,54.0,55.0,53.0,56.0,53.0,55,67,130000.0,1000.0
O. Evans,Wales,Wigan Athletic,GK ,20,904,59.0,58.0,56.0,55.0,57.0,55,70,160000.0,1000.0
C. Haas,Austria,SK Rapid Wien,GK ,24,826,52.0,55.0,60.0,57.0,54.0,55,58,80000.0,2000.0
A. Galens,Belgium,KV Kortrijk,GK ,19,842,56.0,62.0,56.0,49.0,53.0,55,70,160000.0,1000.0
J. Bruhns,Germany,SC Fortuna Köln,GK ,18,957,59.0,55.0,49.0,49.0,59.0,55,67,110000.0,1000.0
V. Venditti,Italy,Ascoli,GK ,20,813,58.0,59.0,51.0,54.0,54.0,55,68,140000.0,1000.0
K. Tanno,Japan,Cerezo Osaka,GK ,31,887,57.0,66.0,55.0,44.0,53.0,55,55,50000.0,1000.0
A. Al Amri,Saudi Arabia,Al Ittihad,GK ,22,830,58.0,53.0,57.0,51.0,59.0,55,61,90000.0,3000.0
M. Adamonis,Lithuania,Salernitana,GK ,20,836,60.0,59.0,54.0,52.0,50.0,55,69,160000.0,3000.0
D. Vambolt,Russia,Amkar Perm,GK ,22,993,60.0,55.0,48.0,53.0,55.0,55,61,90000.0,2000.0
Ahn Joon Soo,Korea Republic,Cerezo Osaka,GK ,19,849,56.0,50.0,59.0,59.0,58.0,55,70,160000.0,1000.0
R. Sallinger,Austria,Wolfsberger AC,GK ,21,1022,58.0,52.0,53.0,51.0,58.0,55,67,130000.0,1000.0
F. Urraburo,Argentina,San Martín de San Juan,GK ,26,810,51.0,52.0,58.0,60.0,53.0,55,59,80000.0,1000.0
A. Henger,Poland,Pogoń Szczecin,GK ,21,1018,59.0,48.0,49.0,51.0,57.0,55,68,140000.0,1000.0
C. Mosquera,Colombia,Tigres FC,GK ,22,827,51.0,62.0,59.0,47.0,59.0,55,61,90000.0,1000.0
A. Al Meshaweh,Saudi Arabia,Al Raed,GK ,21,1009,59.0,52.0,55.0,51.0,54.0,55,65,110000.0,2000.0
J. Hoekstra,Netherlands,FC Groningen,GK ,18,822,59.0,54.0,56.0,52.0,58.0,55,71,150000.0,1000.0
Y. De Nayer,Belgium,SV Zulte-Waregem,GK ,18,853,57.0,57.0,52.0,52.0,55.0,55,70,150000.0,1000.0
J. McKeown,Republic of Ireland,Grimsby Town,GK ,27,1013,59.0,48.0,57.0,48.0,59.0,55,56,70000.0,2000.0
J. Tibbetts,England,Peterborough United,GK ,18,863,58.0,54.0,45.0,52.0,62.0,55,67,110000.0,1000.0
J. Holmes,Australia,Bournemouth,GK ,20,983,53.0,54.0,56.0,55.0,54.0,55,71,160000.0,4000.0
D. Coyne,Wales,Shrewsbury,GK ,43,1086,51.0,54.0,58.0,61.0,46.0,55,55,10000.0,1000.0
K. Kakoi,Japan,Cerezo Osaka,GK ,26,1031,58.0,54.0,57.0,53.0,54.0,55,57,70000.0,1000.0
R. Lovett,England,Cheltenham Town,GK ,20,819,57.0,56.0,53.0,55.0,56.0,55,66,120000.0,1000.0
F. Ravaglia,Italy,Bologna,GK ,17,869,58.0,59.0,51.0,49.0,58.0,55,75,140000.0,2000.0
R. Piscitelli,Italy,Benevento Calcio,GK ,23,866,51.0,53.0,49.0,61.0,57.0,55,63,100000.0,2000.0
H. Takimoto,Japan,Kashiwa Reysol,GK ,20,804,58.0,53.0,51.0,50.0,58.0,55,69,160000.0,1000.0
J. Walker,England,Lincoln City,GK ,43,1002,51.0,53.0,48.0,56.0,56.0,55,55,10000.0,1000.0
J. Eastwood,England,Sheffield United,GK ,20,972,53.0,56.0,45.0,53.0,57.0,55,69,160000.0,3000.0
S. Tarolli,Italy,Foggia,GK ,19,837,53.0,58.0,59.0,56.0,55.0,55,65,110000.0,1000.0
E. Selen,Turkey,Evkur Yeni Malatyaspor,GK ,22,945,58.0,55.0,59.0,46.0,52.0,55,65,110000.0,1000.0
Y. Gómez,Colombia,Independiente Medellín,GK ,17,875,56.0,58.0,51.0,56.0,52.0,55,73,140000.0,1000.0
R. Källman,Finland,HJK Helsinki,GK ,18,975,59.0,53.0,51.0,52.0,57.0,54,70,110000.0,1000.0
B. Killip,England,Grimsby Town,GK ,21,1015,54.0,52.0,54.0,52.0,51.0,54,65,90000.0,1000.0
O. Øvretveit,Norway,Sandefjord Fotball,GK ,23,929,53.0,55.0,47.0,51.0,58.0,54,62,70000.0,1000.0
R. Hanquinquant,France,US Quevilly-Rouen,GK ,18,830,55.0,50.0,54.0,52.0,55.0,54,64,80000.0,1000.0
A. Chernov,Russia,FC Ufa,GK ,19,861,56.0,54.0,58.0,56.0,56.0,54,68,120000.0,1000.0
A. Al Zahrani,Saudi Arabia,Al Raed,GK ,23,898,52.0,52.0,61.0,51.0,59.0,54,62,70000.0,2000.0
D. Ermakov,Russia,FC Rostov,GK ,18,1004,55.0,49.0,53.0,47.0,57.0,54,65,80000.0,1000.0
T. Bilic,Australia,Brisbane Roar,GK ,19,816,53.0,55.0,54.0,53.0,54.0,54,64,80000.0,1000.0
D. Marzino,Switzerland,BSC Young Boys,GK ,20,1020,61.0,47.0,49.0,44.0,60.0,54,64,90000.0,1000.0
C. Gregory,England,Shrewsbury,GK ,17,981,53.0,51.0,55.0,53.0,56.0,54,80,120000.0,1000.0
L. Klante,Germany,SC Preußen Münster,GK ,18,916,57.0,54.0,52.0,50.0,57.0,54,72,110000.0,1000.0
K. Rutlin,Norway,Sogndal,GK ,18,805,44.0,59.0,52.0,49.0,59.0,54,66,90000.0,1000.0
B. Ozegovic,Austria,SCR Altach,GK ,17,858,59.0,53.0,54.0,54.0,56.0,54,66,80000.0,1000.0
S. George,England,Carlisle United,GK ,19,853,56.0,52.0,48.0,53.0,55.0,54,68,120000.0,3000.0
W. Eskelinen,Sweden,GIF Sundsvall,GK ,20,948,60.0,49.0,41.0,53.0,55.0,54,62,80000.0,1000.0
J. Bittner,England,Newport County,GK ,35,928,49.0,54.0,50.0,57.0,52.0,54,54,20000.0,1000.0
T. Ryan,Republic of Ireland,Huddersfield Town,GK ,20,1021,55.0,49.0,45.0,51.0,59.0,54,69,120000.0,3000.0
D. Budzyński,Poland,Śląsk Wrocław,GK ,25,1074,56.0,49.0,52.0,47.0,63.0,54,57,60000.0,1000.0
M. Olsen Pettersen,Norway,SK Brann,GK ,17,833,56.0,49.0,58.0,47.0,60.0,54,67,90000.0,1000.0
D. Richards,Wales,Crewe Alexandra,GK ,23,957,53.0,52.0,51.0,53.0,54.0,54,59,70000.0,2000.0
C. Addai,Ghana,Coventry City,GK ,19,761,51.0,51.0,48.0,57.0,60.0,54,70,120000.0,1000.0
T. Krapikas,Lithuania,Sampdoria,GK ,18,833,55.0,53.0,54.0,55.0,56.0,54,64,80000.0,1000.0
P. Ovchinnikov,Russia,CSKA Moscow,GK ,19,815,57.0,53.0,54.0,46.0,59.0,54,66,90000.0,2000.0
J. Hamon,England,Exeter City,GK ,22,976,54.0,50.0,51.0,52.0,58.0,54,64,80000.0,1000.0
B. Scott,United States,1. FC Köln,GK ,18,865,59.0,52.0,54.0,53.0,55.0,54,73,110000.0,1000.0
O. Sail,New Zealand,Wellington Phoenix,GK ,21,985,56.0,50.0,51.0,54.0,51.0,54,63,80000.0,1000.0
L. Andrenacci,Italy,Brescia,GK ,22,1002,54.0,53.0,54.0,47.0,58.0,54,61,70000.0,1000.0
M. Bleve,Italy,Ternana,GK ,21,848,58.0,55.0,53.0,49.0,55.0,54,64,90000.0,1000.0
O. Christensen,Denmark,Odense Boldklub,GK ,18,834,55.0,54.0,49.0,51.0,52.0,54,69,110000.0,1000.0
J. Sneddon,Scotland,Partick Thistle F.C.,GK ,19,860,55.0,57.0,55.0,47.0,59.0,54,66,90000.0,1000.0
J. Turner,England,Bolton Wanderers,GK ,18,841,56.0,57.0,52.0,54.0,53.0,54,77,130000.0,1000.0
D. Węglarz,Poland,Jagiellonia Białystok,GK ,21,884,52.0,53.0,47.0,54.0,54.0,54,61,70000.0,1000.0
S. Al Saleh,Saudi Arabia,Al Qadisiyah,GK ,25,998,52.0,50.0,53.0,55.0,57.0,54,59,60000.0,1000.0
H. Girling,England,Millwall,GK ,19,926,54.0,52.0,51.0,55.0,56.0,54,66,90000.0,1000.0
D. Hładun,Poland,Zagłębie Lubin,GK ,21,896,55.0,52.0,52.0,50.0,57.0,54,60,70000.0,1000.0
E. Benedettini,San Marino,Novara,GK ,22,845,55.0,54.0,53.0,50.0,54.0,54,62,70000.0,1000.0
T. Holland,Republic of Ireland,Limerick FC,GK ,19,989,53.0,49.0,46.0,53.0,57.0,54,68,120000.0,1000.0
A. Wichne,Norway,Viking FK,GK ,20,1032,60.0,55.0,60.0,54.0,58.0,54,67,110000.0,1000.0
R. Coulter,Republic of Ireland,Bray Wanderers,GK ,28,957,54.0,56.0,53.0,52.0,55.0,54,57,60000.0,1000.0
E. Grimes,Republic of Ireland,Derry City,GK ,22,1012,54.0,52.0,52.0,49.0,54.0,54,63,80000.0,1000.0
K. Singh,India,,GK ,31,1021,55.0,47.0,53.0,51.0,62.0,54,54,0.0,0.0
W. Popp,Japan,Kawasaki Frontale,GK ,22,807,54.0,52.0,60.0,53.0,49.0,54,60,70000.0,1000.0
L. Marson,Italy,Sassuolo,GK ,19,860,55.0,58.0,56.0,51.0,55.0,54,70,120000.0,1000.0
A. Quintana,Colombia,Deportes Tolima,GK ,22,806,49.0,57.0,54.0,58.0,49.0,54,64,80000.0,1000.0
A. Fantini,Japan,Sagan Tosu,GK ,19,908,58.0,49.0,54.0,56.0,48.0,54,68,120000.0,1000.0
M. Arias,Colombia,Corporación Club Deportivo Tuluá,GK ,19,842,54.0,56.0,58.0,50.0,60.0,54,67,100000.0,1000.0
H. Acevedo,Colombia,Asociacion Deportivo Cali,GK ,20,846,57.0,53.0,62.0,45.0,57.0,54,66,100000.0,1000.0
J. Koivistoinen,Finland,HJK Helsinki,GK ,19,841,55.0,58.0,53.0,52.0,45.0,54,66,90000.0,1000.0
B. Gómez,Colombia,Águilas Doradas,GK ,19,851,60.0,55.0,55.0,48.0,58.0,54,67,100000.0,1000.0
F. Kraft,Germany,VfL Bochum,GK ,18,906,59.0,57.0,59.0,44.0,62.0,54,72,110000.0,1000.0
P. O'Flaherty,England,Bournemouth,GK ,20,995,60.0,47.0,50.0,44.0,63.0,54,68,120000.0,4000.0
J. Ngongo,Angola,Grasshopper Club Zürich,GK ,23,804,52.0,58.0,46.0,48.0,52.0,53,63,70000.0,2000.0
I. Ünal,Turkey,Alanyaspor,GK ,19,825,52.0,54.0,49.0,47.0,57.0,53,66,90000.0,1000.0
T. Takagiwa,Japan,Shimizu S-Pulse,GK ,22,811,55.0,60.0,54.0,54.0,50.0,53,61,70000.0,1000.0
S. Sødergren,Norway,Aalesunds FK,GK ,20,1023,49.0,52.0,56.0,52.0,55.0,53,63,70000.0,1000.0
Lee Yun Oh,Korea Republic,Vegalta Sendai,GK ,18,791,54.0,52.0,55.0,52.0,59.0,53,57,50000.0,1000.0
H. Fossdal,Norway,FK Haugesund,GK ,18,1058,54.0,48.0,45.0,49.0,56.0,53,67,100000.0,1000.0
T. Lijour,France,Stade Brestois 29,GK ,18,886,58.0,51.0,48.0,55.0,57.0,53,71,100000.0,1000.0
Lee Hyun Woo,Korea Republic,Daegu FC,GK ,23,848,53.0,51.0,54.0,50.0,54.0,53,61,70000.0,1000.0
C. Burns,England,Galway United,GK ,22,911,50.0,52.0,54.0,52.0,51.0,53,58,60000.0,1000.0
V. De Lucia,Italy,Bari,GK ,21,1055,58.0,44.0,50.0,49.0,59.0,53,63,70000.0,1000.0
A. Yiğiter,Turkey,Fenerbahçe SK,GK ,17,802,50.0,51.0,58.0,51.0,57.0,53,72,100000.0,2000.0
L. Steacy,Republic of Ireland,Bray Wanderers,GK ,24,960,52.0,54.0,55.0,52.0,53.0,53,58,60000.0,1000.0
N. Vidal,Colombia,CD America de Cali,GK ,20,795,62.0,54.0,53.0,42.0,53.0,53,63,70000.0,1000.0
J. Dakir,Denmark,Randers FC,GK ,20,800,55.0,53.0,48.0,46.0,56.0,53,63,70000.0,1000.0
T. Brinkmann,Germany,SC Paderborn 07,GK ,21,801,51.0,59.0,58.0,49.0,51.0,53,60,60000.0,1000.0
D. Vásquez,Colombia,Patriotas Boyacá FC,GK ,19,859,55.0,52.0,52.0,57.0,53.0,53,68,100000.0,1000.0
N. Hatta,Japan,Júbilo Iwata,GK ,31,802,54.0,48.0,45.0,55.0,54.0,53,53,40000.0,1000.0
L. Coddington,England,Northampton Town,GK ,22,981,55.0,51.0,54.0,47.0,56.0,53,63,70000.0,1000.0
J. McGuire,United States,Philadelphia Union,GK ,22,1093,49.0,52.0,69.0,51.0,54.0,53,61,70000.0,1000.0
B. House,England,West Bromwich Albion,GK ,18,821,59.0,57.0,56.0,40.0,54.0,53,72,100000.0,2000.0
G. Vicario,Italy,F.B.C. Unione Venezia,GK ,20,830,51.0,54.0,50.0,50.0,54.0,53,61,70000.0,1000.0
L. Williams,England,Exeter City,GK ,18,771,55.0,51.0,45.0,54.0,54.0,53,70,100000.0,1000.0
M. Urwin,England,Fleetwood Town,GK ,23,1050,55.0,45.0,51.0,53.0,58.0,53,62,70000.0,1000.0
R. Iuliano,Italy,Avellino,GK ,33,1010,50.0,52.0,64.0,51.0,53.0,53,53,30000.0,1000.0
A. Al Shehry,Saudi Arabia,Al Qadisiyah,GK ,21,831,55.0,45.0,51.0,51.0,59.0,53,60,60000.0,1000.0
V. Lukichev,Russia,FC Tosno,GK ,25,839,49.0,55.0,59.0,53.0,59.0,53,57,50000.0,2000.0
A. Long,France,FC Sochaux-Montbéliard,GK ,20,811,57.0,58.0,48.0,48.0,51.0,53,65,80000.0,1000.0
A. Vaporakis,Denmark,FC Helsingør,GK ,22,891,58.0,44.0,50.0,55.0,52.0,53,63,70000.0,1000.0
P. Burke,Republic of Ireland,Finn Harps,GK ,21,798,52.0,54.0,52.0,53.0,55.0,53,62,70000.0,1000.0
D. Verwüster,Austria,FC Admira Wacker Mödling,GK ,19,893,52.0,47.0,52.0,53.0,60.0,53,66,90000.0,1000.0
J. Caicedo,Colombia,Deportivo Pasto,GK ,22,821,55.0,50.0,56.0,54.0,57.0,53,61,70000.0,1000.0
C. Ross,England,Barnet,GK ,27,794,50.0,59.0,46.0,50.0,54.0,53,54,50000.0,1000.0
K. Yoshimaru,Japan,Vissel Kobe,GK ,21,777,57.0,52.0,50.0,50.0,54.0,53,57,60000.0,1000.0
M. Mleczko,Poland,Lech Poznań,GK ,18,1009,56.0,55.0,57.0,56.0,44.0,53,68,100000.0,1000.0
J. Lucero,Argentina,Temperley,GK ,22,822,61.0,44.0,52.0,51.0,55.0,53,61,70000.0,1000.0
G. Coudert,France,Tours FC,GK ,18,823,55.0,55.0,50.0,50.0,52.0,53,65,80000.0,1000.0
B. Moore,United States,Rochdale,GK ,25,1067,55.0,51.0,52.0,50.0,56.0,53,59,60000.0,1000.0
K. Al Muqaytib,Saudi Arabia,Al Raed,GK ,25,1025,59.0,43.0,49.0,52.0,54.0,53,58,60000.0,2000.0
V. Cabezas,Colombia,Deportivo Pasto,GK ,19,814,56.0,52.0,48.0,47.0,55.0,53,68,100000.0,1000.0
N. Al Anazi,Saudi Arabia,Al Batin,GK ,28,821,53.0,60.0,45.0,49.0,50.0,53,56,50000.0,1000.0
R. Miura,Japan,Júbilo Iwata,GK ,25,814,58.0,54.0,52.0,49.0,48.0,53,56,50000.0,1000.0
R. Díaz,Mexico,Querétaro,GK ,21,820,57.0,54.0,52.0,45.0,59.0,53,61,70000.0,1000.0
D. Borsellini,Italy,Udinese,GK ,18,833,57.0,56.0,56.0,49.0,51.0,53,73,100000.0,1000.0
R. Schofield,England,Huddersfield Town,GK ,17,806,57.0,51.0,46.0,50.0,52.0,53,76,110000.0,2000.0
N. Tzanev,New Zealand,AFC Wimbledon,GK ,20,1039,55.0,48.0,47.0,49.0,53.0,53,68,110000.0,1000.0
J. Moreno,Colombia,CD Los Millionarios Bogota,GK ,17,868,52.0,50.0,59.0,44.0,58.0,53,72,100000.0,1000.0
S. Enzler,Switzerland,FC Luzern,GK ,19,835,53.0,56.0,59.0,45.0,59.0,53,65,80000.0,1000.0
B. Petersen,South Africa,Kaizer Chiefs,GK ,21,904,53.0,54.0,60.0,50.0,54.0,53,61,70000.0,1000.0
M. Nilsson,Sweden,Malmö FF,GK ,18,799,52.0,56.0,55.0,47.0,54.0,53,65,80000.0,1000.0
D. Rodríguez,Colombia,Corporación Club Deportivo Tuluá,GK ,20,769,51.0,58.0,53.0,49.0,57.0,53,64,80000.0,1000.0
K. Karpieszuk,Poland,Jagiellonia Białystok,GK ,20,999,59.0,51.0,47.0,42.0,57.0,53,59,60000.0,1000.0
G. Meli,Italy,Empoli,GK ,18,820,52.0,54.0,55.0,49.0,56.0,52,70,80000.0,1000.0
Y. Nishibe,Japan,Shimizu S-Pulse,GK ,36,791,50.0,57.0,53.0,51.0,53.0,52,52,10000.0,1000.0
M. Boney,England,Blackpool,GK ,19,1013,54.0,47.0,44.0,49.0,55.0,52,69,90000.0,1000.0
Y. Al Sayyah,Saudi Arabia,Al Taawoun,GK ,21,983,49.0,54.0,52.0,50.0,54.0,52,62,60000.0,1000.0
T. Omenås,Norway,Sogndal,GK ,25,861,57.0,49.0,46.0,51.0,53.0,52,52,40000.0,1000.0
D. Thürkauf,Switzerland,Werder Bremen II,GK ,20,831,52.0,52.0,56.0,43.0,60.0,52,67,90000.0,1000.0
N. Jørgensen,Denmark,Hobro IK,GK ,19,792,56.0,54.0,54.0,46.0,50.0,52,65,80000.0,1000.0
A. Kappenberger,Denmark,FC Helsingør,GK ,20,772,52.0,53.0,52.0,42.0,55.0,52,66,90000.0,1000.0
R. Robitsch,Austria,Wolfsberger AC,GK ,27,1045,56.0,48.0,50.0,47.0,50.0,52,55,40000.0,1000.0
A. Maynard-Brewer,Australia,Charlton Athletic,GK ,18,853,54.0,46.0,56.0,55.0,47.0,52,75,100000.0,1000.0
J. Muñoz,Mexico,Club León,GK ,20,833,45.0,58.0,51.0,54.0,53.0,52,61,60000.0,2000.0
O. Hedvall,Denmark,Silkeborg IF,GK ,18,815,55.0,48.0,51.0,44.0,57.0,52,70,80000.0,1000.0
K. Humeler,Argentina,Talleres de Cordoba,GK ,20,865,50.0,58.0,52.0,52.0,51.0,52,64,70000.0,1000.0
R. Watson,England,Scunthorpe United,GK ,21,1051,51.0,47.0,47.0,50.0,56.0,52,64,70000.0,1000.0
P. Born,Denmark,SønderjyskE,GK ,22,1016,53.0,47.0,51.0,48.0,56.0,52,61,60000.0,1000.0
A. André Jr,France,Bristol Rovers,GK ,20,937,46.0,52.0,65.0,50.0,54.0,52,60,60000.0,1000.0
Hugo,Spain,Albacete Balompié,GK ,23,826,46.0,56.0,48.0,46.0,58.0,52,61,60000.0,1000.0
M. Hudson,England,Preston North End,GK ,18,972,51.0,53.0,48.0,48.0,51.0,52,70,80000.0,1000.0
H. Hawsawi,Saudi Arabia,Al Fayha,GK ,20,896,54.0,51.0,53.0,51.0,53.0,52,67,90000.0,1000.0
F. Hornung,Switzerland,FC Thun,GK ,21,991,60.0,46.0,52.0,47.0,52.0,52,65,80000.0,1000.0
A. Whiteman,England,Tottenham Hotspur,GK ,18,840,56.0,51.0,46.0,51.0,54.0,52,75,100000.0,3000.0
A. Al Basisi,Saudi Arabia,Ohod Club,GK ,39,1028,54.0,47.0,54.0,49.0,56.0,52,52,0.0,1000.0
P. Jennings,England,St. Patrick's Athletic,GK ,37,1008,52.0,53.0,51.0,51.0,48.0,52,52,0.0,1000.0
D. Agamez,Colombia,Jaguares Fútbol Club,GK ,18,830,56.0,51.0,59.0,46.0,59.0,52,67,80000.0,1000.0
A. Wilk,Poland,Cracovia,GK ,19,1017,54.0,49.0,52.0,45.0,56.0,52,65,80000.0,1000.0
M. Turner,United States,New England Revolution,GK ,23,1007,52.0,55.0,63.0,49.0,51.0,52,60,60000.0,1000.0
H. Abdulmajeed,Saudi Arabia,Ohod Club,GK ,23,821,60.0,52.0,45.0,44.0,55.0,52,57,50000.0,2000.0
M. Yıldız,Turkey,Medicana Sivasspor,GK ,21,985,57.0,47.0,50.0,46.0,48.0,52,60,60000.0,1000.0
O. Snorre,Denmark,Lyngby BK,GK ,18,885,52.0,48.0,52.0,54.0,51.0,52,73,100000.0,1000.0
G. Nyberg,Sweden,AIK Solna,GK ,19,788,55.0,49.0,53.0,53.0,56.0,52,60,50000.0,1000.0
A. Singh,India,,GK ,24,1040,52.0,53.0,54.0,43.0,54.0,52,56,0.0,0.0
S. Schmidt,Germany,FC Carl Zeiss Jena,GK ,20,927,54.0,52.0,50.0,50.0,52.0,52,64,70000.0,1000.0
J. Freitag,Poland,Piast Gliwice,GK ,22,823,59.0,46.0,59.0,49.0,52.0,52,59,50000.0,1000.0
G. Harada,Japan,Yokohama F. Marinos,GK ,19,849,56.0,53.0,48.0,50.0,53.0,52,67,90000.0,1000.0
A. Smith,Republic of Ireland,Cork City,GK ,24,969,52.0,50.0,48.0,50.0,52.0,52,59,50000.0,1000.0
S. Gessl,Austria,Karlsruher SC,GK ,21,847,63.0,59.0,42.0,42.0,47.0,52,64,70000.0,1000.0
G. Kawanami,Japan,Albirex Niigata,GK ,26,800,54.0,59.0,52.0,46.0,49.0,52,56,50000.0,1000.0
C. Sparrow,United States,Real Salt Lake,GK ,23,913,55.0,51.0,59.0,54.0,46.0,52,59,50000.0,1000.0
B. Schipmann,Germany,Holstein Kiel,GK ,22,836,60.0,55.0,52.0,47.0,47.0,52,57,50000.0,1000.0
M. Cooper,England,Plymouth Argyle,GK ,17,824,48.0,54.0,52.0,46.0,57.0,52,77,90000.0,1000.0
A. Suzuki,Japan,Yokohama F. Marinos,GK ,30,825,49.0,51.0,58.0,52.0,58.0,52,52,30000.0,1000.0
A. Gilardi,Italy,Vercelli,GK ,22,794,46.0,54.0,53.0,54.0,52.0,52,60,60000.0,1000.0
