Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
H. Al Habib,Saudi Arabia,Ettifaq FC,CM ,22,1673,58.0,71.0,62.0,54.0,58.0,55.0,43.0,53.0,61.0,57.0,35.0,63.0,57.0,61.0,58.0,56.0,56.0,35.0,56.0,55.0,63.0,62.0,62.0,64.0,82.0,58.0,73.0,55.0,44.0,61,70,3000.0,375000.0
A. Al Khulaif,Saudi Arabia,Al Ahli,RM ,20,1441,89.0,31.0,84.0,86.0,64.0,48.0,57.0,52.0,65.0,42.0,43.0,33.0,21.0,40.0,42.0,46.0,29.0,53.0,64.0,47.0,49.0,54.0,22.0,86.0,51.0,25.0,28.0,57.0,41.0,61,72,5000.0,425000.0
E. Banda,Zambia,KV Oostende,CAM ,19,1630,77.0,41.0,72.0,69.0,63.0,64.0,39.0,63.0,59.0,53.0,53.0,46.0,22.0,53.0,61.0,60.0,47.0,48.0,47.0,60.0,62.0,73.0,49.0,65.0,59.0,53.0,55.0,62.0,68.0,61,73,2000.0,425000.0
M. Rocca,Italy,Vercelli,CM ,21,1590,63.0,57.0,57.0,65.0,64.0,58.0,58.0,56.0,58.0,45.0,54.0,47.0,47.0,62.0,61.0,55.0,33.0,57.0,60.0,59.0,65.0,59.0,44.0,64.0,64.0,44.0,34.0,63.0,53.0,61,69,5000.0,375000.0
L. Walsh,England,Birmingham City,CM ,19,1659,63.0,55.0,60.0,73.0,59.0,50.0,50.0,65.0,55.0,42.0,64.0,55.0,49.0,61.0,65.0,58.0,50.0,55.0,58.0,63.0,72.0,71.0,59.0,65.0,61.0,50.0,44.0,50.0,40.0,61,77,9000.0,525000.0
E. Sakic,Austria,SCR Altach,RM RB ,26,1577,74.0,51.0,68.0,72.0,61.0,42.0,60.0,52.0,57.0,35.0,42.0,52.0,59.0,62.0,50.0,39.0,57.0,36.0,54.0,55.0,60.0,42.0,59.0,76.0,57.0,60.0,61.0,50.0,27.0,61,62,3000.0,240000.0
L. Gambin,Malta,Luton Town,CM LM ,24,1454,69.0,34.0,72.0,86.0,66.0,45.0,57.0,48.0,67.0,57.0,39.0,38.0,21.0,58.0,56.0,46.0,21.0,46.0,57.0,44.0,56.0,45.0,29.0,72.0,55.0,28.0,38.0,55.0,37.0,61,66,4000.0,325000.0
M. Albornoz,Sweden,AFC Eskilstuna,CB CM CDM ,29,1666,50.0,62.0,61.0,56.0,59.0,59.0,48.0,49.0,53.0,48.0,58.0,60.0,64.0,75.0,57.0,51.0,53.0,66.0,52.0,57.0,61.0,56.0,53.0,52.0,79.0,57.0,75.0,57.0,45.0,61,61,1000.0,200000.0
N. Brandenburger,Germany,SC Fortuna Köln,CM CDM ,22,1642,67.0,75.0,62.0,66.0,57.0,55.0,41.0,48.0,51.0,30.0,49.0,66.0,58.0,80.0,57.0,43.0,59.0,52.0,48.0,53.0,59.0,57.0,56.0,66.0,71.0,59.0,73.0,54.0,39.0,61,66,1000.0,290000.0
M. Meulensteen,Netherlands,Preston North End,CAM ,17,1578,72.0,33.0,75.0,76.0,63.0,71.0,62.0,63.0,54.0,44.0,64.0,38.0,22.0,44.0,60.0,55.0,37.0,56.0,56.0,48.0,66.0,62.0,44.0,67.0,57.0,38.0,59.0,66.0,48.0,61,76,2000.0,500000.0
S. Amallah,Morocco,Royal Excel Mouscron,RM ,20,1592,66.0,38.0,78.0,68.0,64.0,57.0,65.0,62.0,68.0,41.0,66.0,37.0,29.0,83.0,57.0,73.0,34.0,50.0,43.0,43.0,64.0,77.0,41.0,85.0,91.0,43.0,68.0,61.0,46.0,61,72,2000.0,425000.0
D. McAllister,Republic of Ireland,Shamrock Rovers,CDM CM ,28,1728,58.0,71.0,70.0,75.0,60.0,63.0,60.0,39.0,53.0,40.0,45.0,57.0,68.0,74.0,61.0,58.0,54.0,59.0,43.0,56.0,65.0,67.0,55.0,65.0,76.0,57.0,67.0,60.0,56.0,61,61,1000.0,250000.0
Flavio,Brazil,Boavista FC,CDM ,21,1651,64.0,62.0,64.0,70.0,58.0,43.0,47.0,44.0,56.0,51.0,48.0,57.0,53.0,84.0,63.0,43.0,57.0,48.0,45.0,57.0,66.0,56.0,66.0,66.0,57.0,61.0,68.0,50.0,38.0,61,70,1000.0,350000.0
M. Zaracho,Argentina,Racing Club de Avellaneda,LM CM RM ,19,1549,86.0,32.0,87.0,88.0,63.0,50.0,53.0,50.0,65.0,55.0,41.0,41.0,27.0,55.0,54.0,47.0,43.0,57.0,49.0,51.0,58.0,58.0,36.0,83.0,59.0,36.0,31.0,46.0,49.0,61,78,2000.0,550000.0
M. Gatto,Italy,Chievo Verona,CAM RW LW ,21,1530,72.0,50.0,71.0,73.0,72.0,59.0,53.0,57.0,72.0,50.0,52.0,46.0,13.0,56.0,63.0,49.0,23.0,59.0,48.0,50.0,65.0,66.0,21.0,66.0,74.0,22.0,42.0,47.0,53.0,61,69,3000.0,375000.0
M. Willock,England,FC Utrecht,CAM CM ,20,1591,68.0,57.0,57.0,77.0,66.0,49.0,46.0,46.0,64.0,47.0,34.0,35.0,44.0,58.0,62.0,55.0,43.0,52.0,58.0,44.0,68.0,58.0,45.0,69.0,61.0,46.0,63.0,63.0,46.0,61,74,14000.0,475000.0
J. Johansen,Norway,Tromsø IL,CM ,32,1665,73.0,78.0,51.0,61.0,62.0,74.0,46.0,46.0,51.0,32.0,49.0,54.0,60.0,78.0,53.0,52.0,35.0,35.0,67.0,67.0,56.0,71.0,52.0,60.0,78.0,61.0,75.0,66.0,42.0,61,61,1000.0,190000.0
Q. Laçi,Albania,AC Ajaccio,CM ,21,1740,74.0,71.0,72.0,67.0,62.0,58.0,59.0,61.0,61.0,65.0,44.0,51.0,41.0,67.0,60.0,63.0,54.0,54.0,60.0,60.0,67.0,68.0,51.0,70.0,66.0,49.0,58.0,59.0,57.0,61,71,1000.0,400000.0
O. Rathbone,England,Rochdale,CAM CM ,20,1574,74.0,44.0,62.0,70.0,59.0,53.0,43.0,49.0,58.0,42.0,42.0,39.0,40.0,56.0,59.0,67.0,31.0,41.0,50.0,50.0,68.0,61.0,52.0,72.0,80.0,49.0,57.0,65.0,51.0,61,71,1000.0,400000.0
D. Tshiembe,DR Congo,AC Horsens,CM ,25,1642,59.0,74.0,60.0,54.0,62.0,60.0,40.0,49.0,59.0,32.0,37.0,62.0,61.0,75.0,63.0,39.0,55.0,42.0,50.0,59.0,68.0,50.0,61.0,76.0,71.0,60.0,77.0,59.0,34.0,61,64,2000.0,300000.0
C. Boukholda,France,LOSC Lille,CAM ,21,1552,63.0,50.0,55.0,66.0,63.0,60.0,57.0,60.0,62.0,52.0,51.0,54.0,23.0,56.0,61.0,52.0,34.0,54.0,54.0,60.0,64.0,58.0,40.0,65.0,50.0,36.0,45.0,62.0,53.0,61,71,6000.0,400000.0
Genaro,Spain,Sevilla Atlético,CB CM ,19,1653,67.0,67.0,59.0,75.0,60.0,42.0,52.0,43.0,59.0,35.0,46.0,55.0,51.0,63.0,68.0,44.0,48.0,54.0,54.0,63.0,69.0,69.0,57.0,67.0,59.0,55.0,57.0,55.0,45.0,61,74,1000.0,475000.0
N. Belloni,Italy,Carpi,RW RM ,22,1545,70.0,39.0,72.0,72.0,65.0,57.0,59.0,60.0,64.0,52.0,53.0,46.0,28.0,40.0,45.0,56.0,30.0,47.0,57.0,58.0,58.0,60.0,32.0,67.0,63.0,36.0,56.0,55.0,59.0,61,68,9000.0,350000.0
K. Edwards,England,Exeter City,CAM ,19,1536,59.0,50.0,60.0,82.0,77.0,67.0,49.0,60.0,70.0,48.0,48.0,48.0,28.0,51.0,60.0,42.0,42.0,60.0,45.0,60.0,59.0,65.0,50.0,59.0,45.0,41.0,34.0,55.0,48.0,61,77,6000.0,550000.0
B. Wilson,Australia,Perth Glory,CM ,20,1665,76.0,38.0,61.0,78.0,66.0,63.0,53.0,57.0,65.0,42.0,46.0,47.0,35.0,50.0,63.0,51.0,57.0,49.0,56.0,57.0,65.0,58.0,60.0,77.0,66.0,60.0,68.0,56.0,56.0,61,75,2000.0,550000.0
P. Paton,Northern Ireland,St. Johnstone FC,CDM CM ,30,1670,48.0,72.0,56.0,67.0,63.0,35.0,46.0,53.0,57.0,26.0,58.0,61.0,61.0,67.0,66.0,63.0,64.0,42.0,40.0,54.0,68.0,72.0,64.0,45.0,75.0,63.0,77.0,54.0,29.0,61,61,2000.0,230000.0
M. Clark,England,Hull City,CDM LB ,21,1653,72.0,71.0,71.0,66.0,64.0,50.0,58.0,44.0,57.0,52.0,39.0,49.0,56.0,60.0,57.0,54.0,54.0,51.0,53.0,60.0,63.0,46.0,58.0,67.0,65.0,61.0,61.0,48.0,42.0,61,71,2000.0,350000.0
S. Villa,Colombia,Deportes Tolima,RM LM ,21,1417,74.0,31.0,81.0,70.0,53.0,43.0,62.0,39.0,66.0,55.0,35.0,35.0,26.0,46.0,52.0,40.0,24.0,50.0,54.0,52.0,57.0,54.0,26.0,77.0,54.0,23.0,41.0,56.0,38.0,61,73,1000.0,450000.0
Luong Xuan Truong,Vietnam,Gangwon FC,CDM CM ,22,1543,66.0,54.0,66.0,52.0,58.0,55.0,40.0,38.0,57.0,48.0,36.0,43.0,57.0,72.0,66.0,54.0,42.0,44.0,45.0,54.0,67.0,55.0,42.0,67.0,72.0,46.0,58.0,67.0,35.0,61,67,1000.0,350000.0
N. Low,Scotland,Derry City,CM ,25,1649,67.0,67.0,75.0,85.0,64.0,64.0,57.0,58.0,61.0,48.0,56.0,47.0,54.0,57.0,60.0,42.0,54.0,41.0,52.0,57.0,64.0,54.0,51.0,64.0,68.0,53.0,37.0,61.0,37.0,61,66,2000.0,325000.0
Wanderson,Brazil,Pohang Steelers,LB LM ST ,28,1732,74.0,62.0,73.0,67.0,62.0,58.0,56.0,45.0,64.0,61.0,52.0,51.0,56.0,76.0,53.0,58.0,55.0,55.0,55.0,57.0,56.0,62.0,57.0,74.0,69.0,59.0,69.0,54.0,53.0,61,61,3000.0,260000.0
L. Stulac,Slovenia,F.B.C. Unione Venezia,CDM ,22,1704,70.0,60.0,72.0,70.0,58.0,51.0,55.0,52.0,54.0,43.0,48.0,51.0,62.0,63.0,57.0,65.0,60.0,47.0,52.0,55.0,64.0,61.0,58.0,71.0,61.0,62.0,70.0,57.0,48.0,61,66,1000.0,290000.0
M. Greve,Denmark,Odense Boldklub,CM RM ,22,1615,63.0,58.0,68.0,57.0,60.0,56.0,48.0,38.0,61.0,62.0,46.0,48.0,46.0,59.0,61.0,49.0,41.0,54.0,64.0,54.0,62.0,56.0,50.0,66.0,65.0,48.0,62.0,55.0,51.0,61,69,3000.0,375000.0
A. Troshechkin,Russia,FC Tosno,CDM ,21,1611,59.0,62.0,56.0,59.0,57.0,55.0,48.0,49.0,58.0,52.0,44.0,58.0,55.0,58.0,62.0,43.0,54.0,46.0,44.0,54.0,69.0,56.0,63.0,55.0,60.0,56.0,71.0,59.0,39.0,61,69,4000.0,325000.0
K. Sekiguchi,Japan,Cerezo Osaka,RM ,31,1406,76.0,33.0,78.0,84.0,66.0,45.0,56.0,40.0,60.0,49.0,31.0,38.0,15.0,39.0,52.0,32.0,26.0,47.0,61.0,57.0,57.0,53.0,23.0,75.0,65.0,27.0,38.0,44.0,36.0,61,61,1000.0,220000.0
H. Middleton,England,Port Vale,CDM CM ,22,1528,60.0,52.0,60.0,56.0,64.0,67.0,35.0,33.0,60.0,31.0,39.0,50.0,43.0,66.0,65.0,52.0,50.0,38.0,55.0,48.0,68.0,50.0,49.0,53.0,65.0,52.0,60.0,67.0,39.0,61,67,3000.0,350000.0
R. Caballuci,Argentina,Bahía Blanca,RM LW LM ,24,1501,72.0,29.0,59.0,78.0,61.0,36.0,60.0,48.0,62.0,59.0,39.0,43.0,19.0,59.0,51.0,56.0,25.0,52.0,53.0,59.0,62.0,60.0,31.0,74.0,63.0,35.0,41.0,46.0,52.0,61,63,2000.0,300000.0
G. Sbrissa,Italy,Cesena,CAM CM ,20,1614,55.0,56.0,58.0,58.0,64.0,60.0,57.0,46.0,65.0,48.0,42.0,52.0,54.0,59.0,65.0,50.0,55.0,43.0,52.0,56.0,66.0,56.0,53.0,63.0,69.0,59.0,62.0,48.0,45.0,61,71,7000.0,400000.0
C. Dimaio,Republic of Ireland,Chesterfield,CM ,21,1773,68.0,77.0,79.0,75.0,57.0,60.0,57.0,47.0,63.0,57.0,46.0,53.0,61.0,77.0,54.0,60.0,51.0,56.0,58.0,54.0,61.0,60.0,60.0,63.0,73.0,59.0,60.0,62.0,59.0,61,69,3000.0,375000.0
G. Burke,Republic of Ireland,Shamrock Rovers,CAM LM ,23,1533,56.0,29.0,74.0,76.0,55.0,62.0,57.0,68.0,61.0,59.0,60.0,49.0,26.0,47.0,60.0,62.0,18.0,66.0,58.0,60.0,62.0,57.0,14.0,63.0,61.0,19.0,58.0,66.0,66.0,61,67,1000.0,350000.0
L. Bender,Germany,SC Fortuna Köln,CM RM LB ,29,1564,66.0,49.0,43.0,51.0,54.0,55.0,67.0,50.0,49.0,45.0,36.0,49.0,54.0,54.0,57.0,61.0,52.0,31.0,57.0,57.0,62.0,38.0,56.0,68.0,82.0,54.0,75.0,55.0,47.0,61,61,1000.0,190000.0
K. Tezuka,Japan,Kashiwa Reysol,CDM ,21,1658,72.0,60.0,59.0,72.0,64.0,43.0,41.0,68.0,59.0,49.0,68.0,46.0,57.0,60.0,64.0,59.0,53.0,38.0,50.0,54.0,67.0,48.0,54.0,74.0,65.0,60.0,59.0,60.0,32.0,61,67,2000.0,300000.0
N. Domínguez,Argentina,Vélez Sarsfield,CM ,19,1635,66.0,48.0,61.0,67.0,62.0,59.0,58.0,54.0,59.0,60.0,51.0,51.0,46.0,56.0,61.0,53.0,58.0,44.0,62.0,52.0,65.0,57.0,49.0,68.0,65.0,54.0,56.0,63.0,48.0,61,72,2000.0,425000.0
D. Redmond,England,Scunthorpe United,ST CAM CM ,20,1609,62.0,44.0,56.0,58.0,66.0,69.0,60.0,55.0,63.0,62.0,55.0,53.0,27.0,52.0,66.0,49.0,47.0,60.0,57.0,63.0,69.0,61.0,49.0,55.0,53.0,50.0,63.0,59.0,51.0,61,73,14000.0,450000.0
F. Ali,Sweden,AFC Eskilstuna,CM RM ,25,1657,67.0,66.0,70.0,69.0,60.0,56.0,56.0,59.0,62.0,51.0,54.0,44.0,51.0,59.0,58.0,58.0,44.0,57.0,50.0,58.0,62.0,60.0,42.0,64.0,72.0,44.0,57.0,58.0,45.0,61,64,1000.0,325000.0
T. Reijnders,Netherlands,AZ Alkmaar,CM ,18,1576,68.0,44.0,72.0,65.0,71.0,50.0,55.0,51.0,67.0,55.0,50.0,50.0,25.0,55.0,68.0,49.0,42.0,57.0,51.0,53.0,70.0,58.0,46.0,63.0,42.0,40.0,44.0,66.0,51.0,61,76,1000.0,525000.0
C. McGrandles,Scotland,Milton Keynes Dons,RM LM CM ,21,1606,69.0,50.0,68.0,65.0,63.0,47.0,57.0,43.0,65.0,59.0,39.0,47.0,49.0,62.0,64.0,51.0,31.0,55.0,56.0,56.0,57.0,55.0,40.0,68.0,75.0,46.0,58.0,61.0,36.0,61,74,2000.0,475000.0
T. Heintz,Norway,Sarpsborg 08 FF,ST LM ,18,1584,76.0,39.0,71.0,80.0,62.0,56.0,57.0,47.0,63.0,58.0,63.0,47.0,34.0,79.0,42.0,49.0,22.0,52.0,58.0,56.0,56.0,54.0,33.0,74.0,66.0,35.0,56.0,54.0,45.0,61,73,1000.0,425000.0
M. Kostyukov,Russia,Amkar Perm,LM RM ,25,1651,61.0,55.0,62.0,63.0,55.0,63.0,62.0,51.0,63.0,52.0,50.0,61.0,28.0,56.0,68.0,54.0,50.0,61.0,59.0,54.0,73.0,65.0,55.0,66.0,54.0,50.0,73.0,53.0,50.0,61,62,4000.0,300000.0
S. Dembele,Scotland,Grimsby Town,RM ,20,1466,85.0,33.0,62.0,86.0,68.0,56.0,55.0,40.0,58.0,50.0,50.0,36.0,30.0,40.0,46.0,40.0,33.0,53.0,50.0,42.0,59.0,54.0,32.0,82.0,54.0,38.0,42.0,64.0,37.0,61,71,2000.0,400000.0
L. Madej,Poland,Śląsk Wrocław,CAM RM LM ,35,1632,43.0,73.0,69.0,66.0,69.0,60.0,60.0,61.0,64.0,51.0,54.0,42.0,49.0,74.0,63.0,53.0,38.0,59.0,59.0,62.0,69.0,64.0,41.0,57.0,31.0,33.0,57.0,62.0,57.0,61,61,1000.0,110000.0
F. Jagiełło,Poland,Zagłębie Lubin,CAM ,19,1579,72.0,50.0,66.0,69.0,64.0,60.0,56.0,58.0,67.0,49.0,48.0,33.0,33.0,64.0,60.0,48.0,40.0,48.0,49.0,49.0,65.0,53.0,47.0,75.0,51.0,41.0,58.0,58.0,54.0,61,73,1000.0,425000.0
A. Confais,France,ES Troyes AC,CDM RB ,20,1684,64.0,49.0,62.0,81.0,66.0,61.0,55.0,58.0,58.0,58.0,51.0,48.0,57.0,58.0,68.0,43.0,63.0,54.0,52.0,58.0,71.0,61.0,57.0,54.0,70.0,55.0,55.0,58.0,47.0,61,74,3000.0,425000.0
E. Zenga,Germany,Hallescher FC,CDM ,24,1638,60.0,64.0,71.0,68.0,64.0,56.0,51.0,55.0,60.0,44.0,48.0,59.0,61.0,75.0,57.0,38.0,60.0,45.0,50.0,59.0,63.0,52.0,61.0,55.0,39.0,63.0,63.0,54.0,47.0,61,64,1000.0,270000.0
J. Stertzer,United States,New York City Football Club,CDM CM ,26,1629,45.0,59.0,55.0,56.0,64.0,55.0,54.0,43.0,59.0,60.0,42.0,62.0,52.0,70.0,58.0,59.0,47.0,59.0,62.0,63.0,65.0,69.0,49.0,46.0,56.0,43.0,63.0,60.0,54.0,61,63,2000.0,300000.0
D. Snepvangers,Netherlands,NAC Breda,LM CAM ,19,1584,75.0,49.0,71.0,65.0,62.0,55.0,59.0,56.0,66.0,42.0,51.0,48.0,25.0,58.0,63.0,39.0,41.0,51.0,44.0,53.0,64.0,58.0,53.0,77.0,42.0,54.0,45.0,65.0,46.0,61,73,1000.0,425000.0
S. Benamar,Germany,Rot-Weiß Erfurt,LB LM ,24,1632,85.0,57.0,71.0,74.0,61.0,46.0,58.0,50.0,65.0,39.0,42.0,49.0,42.0,74.0,54.0,42.0,48.0,52.0,49.0,58.0,59.0,58.0,47.0,80.0,56.0,54.0,54.0,47.0,52.0,61,64,1000.0,325000.0
Danilson,Colombia,Independiente Medellín,CM CDM ,30,1576,59.0,78.0,53.0,49.0,56.0,70.0,36.0,30.0,56.0,39.0,38.0,60.0,60.0,73.0,46.0,37.0,45.0,44.0,46.0,61.0,57.0,65.0,62.0,56.0,91.0,66.0,86.0,41.0,36.0,61,61,1000.0,190000.0
A. Jezawi,Saudi Arabia,Al Raed,LM ,28,1495,79.0,33.0,77.0,75.0,60.0,62.0,57.0,53.0,60.0,60.0,43.0,33.0,26.0,72.0,53.0,49.0,16.0,56.0,60.0,59.0,60.0,60.0,17.0,75.0,52.0,20.0,38.0,48.0,48.0,61,61,4000.0,250000.0
J. Roberts,England,Crawley Town,LM ,23,1682,79.0,56.0,71.0,63.0,58.0,53.0,56.0,62.0,62.0,50.0,63.0,48.0,46.0,63.0,39.0,55.0,46.0,52.0,54.0,54.0,58.0,59.0,54.0,81.0,70.0,46.0,60.0,57.0,52.0,61,66,2000.0,325000.0
A. Mac Allister,Argentina,Argentinos Juniors,CAM ,18,1507,71.0,41.0,59.0,71.0,62.0,62.0,55.0,47.0,66.0,54.0,44.0,38.0,23.0,62.0,48.0,48.0,35.0,48.0,52.0,61.0,59.0,58.0,41.0,66.0,55.0,38.0,48.0,63.0,38.0,61,79,1000.0,525000.0
L. Jensen,Germany,Werder Bremen II,CAM ,20,1526,68.0,37.0,73.0,77.0,60.0,56.0,58.0,49.0,54.0,58.0,41.0,40.0,27.0,66.0,55.0,55.0,34.0,40.0,57.0,56.0,64.0,66.0,21.0,65.0,67.0,23.0,47.0,62.0,60.0,61,73,1000.0,450000.0
Seo Young Jae,Korea Republic,Hamburger SV,LM LB ,22,1485,67.0,54.0,64.0,64.0,46.0,39.0,60.0,39.0,63.0,31.0,36.0,44.0,60.0,65.0,34.0,29.0,60.0,44.0,49.0,59.0,40.0,35.0,68.0,66.0,65.0,67.0,54.0,37.0,32.0,61,70,5000.0,325000.0
T. Jacobsen,Germany,Werder Bremen II,LB LM ,20,1590,67.0,67.0,66.0,57.0,63.0,50.0,62.0,28.0,57.0,48.0,33.0,45.0,59.0,61.0,56.0,40.0,53.0,43.0,53.0,62.0,62.0,60.0,47.0,71.0,75.0,55.0,67.0,49.0,40.0,61,70,1000.0,400000.0
J. Allen,United States,Real Salt Lake,CM CAM LW ,22,1691,64.0,70.0,77.0,70.0,64.0,57.0,49.0,49.0,63.0,54.0,43.0,52.0,60.0,72.0,55.0,49.0,45.0,50.0,59.0,60.0,62.0,54.0,59.0,75.0,61.0,59.0,60.0,58.0,39.0,61,72,2000.0,425000.0
Hwang Ji Soo,Korea Republic,Pohang Steelers,CM CDM ,36,1729,56.0,62.0,68.0,75.0,59.0,65.0,57.0,46.0,63.0,31.0,35.0,69.0,64.0,72.0,59.0,62.0,62.0,63.0,67.0,56.0,65.0,65.0,52.0,59.0,32.0,60.0,76.0,73.0,55.0,61,61,1000.0,30000.0
Lee Sang Min,Korea Republic,Suwon Samsung Bluewings,CDM ,22,1560,65.0,63.0,55.0,74.0,56.0,60.0,37.0,38.0,49.0,22.0,39.0,49.0,57.0,57.0,65.0,49.0,50.0,40.0,54.0,59.0,64.0,57.0,46.0,66.0,87.0,49.0,69.0,64.0,33.0,61,72,2000.0,375000.0
F. Krogstad,Norway,Lillestrøm SK,RM CM ,22,1664,67.0,53.0,65.0,66.0,63.0,57.0,65.0,67.0,61.0,47.0,66.0,41.0,35.0,53.0,61.0,58.0,34.0,58.0,58.0,61.0,63.0,65.0,39.0,69.0,73.0,42.0,65.0,62.0,53.0,61,69,1000.0,375000.0
M. Bartley,England,Hibernian,CM ,30,1700,56.0,74.0,81.0,65.0,59.0,59.0,53.0,44.0,57.0,45.0,31.0,55.0,64.0,68.0,57.0,41.0,61.0,41.0,51.0,64.0,63.0,49.0,62.0,61.0,78.0,65.0,77.0,61.0,52.0,61,61,2000.0,230000.0
E. Bytyqi,Germany,Würzburger FV,RM ST ,20,1491,85.0,26.0,78.0,73.0,58.0,48.0,55.0,37.0,64.0,62.0,33.0,43.0,18.0,80.0,47.0,55.0,16.0,54.0,59.0,61.0,57.0,61.0,18.0,83.0,54.0,17.0,48.0,56.0,45.0,61,72,1000.0,450000.0
K. Brennan,Republic of Ireland,St. Patrick's Athletic,CAM CM CDM ,33,1793,49.0,75.0,68.0,56.0,61.0,65.0,63.0,65.0,63.0,54.0,68.0,51.0,57.0,71.0,60.0,62.0,57.0,77.0,60.0,58.0,64.0,64.0,55.0,69.0,66.0,56.0,66.0,61.0,57.0,61,61,1000.0,100000.0
D. Johnson,United States,Chicago Fire Soccer Club,RM LM ,21,1543,78.0,57.0,76.0,72.0,60.0,66.0,55.0,59.0,68.0,52.0,55.0,38.0,35.0,53.0,52.0,49.0,36.0,55.0,59.0,61.0,54.0,55.0,31.0,65.0,55.0,29.0,41.0,52.0,41.0,61,65,1000.0,325000.0
J. Barmby,England,Portland Timbers,LWB CAM ,22,1469,63.0,37.0,63.0,69.0,66.0,50.0,56.0,53.0,64.0,61.0,55.0,35.0,22.0,39.0,41.0,60.0,27.0,55.0,58.0,59.0,59.0,62.0,25.0,62.0,36.0,26.0,58.0,55.0,43.0,61,72,2000.0,425000.0
A. Peralta,Argentina,Club Atlético Patronato,RM ,28,1626,66.0,55.0,68.0,70.0,63.0,49.0,57.0,45.0,63.0,48.0,32.0,46.0,52.0,68.0,55.0,50.0,55.0,50.0,57.0,66.0,59.0,51.0,59.0,69.0,69.0,56.0,64.0,42.0,30.0,61,61,2000.0,250000.0
T. Morishima,Japan,Sanfrecce Hiroshima,LW CF CAM ,20,1453,67.0,41.0,73.0,85.0,65.0,60.0,38.0,48.0,65.0,42.0,40.0,38.0,20.0,55.0,62.0,40.0,29.0,49.0,48.0,49.0,67.0,51.0,26.0,75.0,55.0,31.0,36.0,64.0,39.0,61,69,2000.0,375000.0
J. Thompson,England,Rochdale,ST LM RM ,28,1498,80.0,56.0,93.0,82.0,60.0,46.0,60.0,55.0,58.0,50.0,38.0,27.0,23.0,71.0,49.0,34.0,14.0,45.0,58.0,51.0,57.0,52.0,20.0,81.0,70.0,28.0,59.0,50.0,37.0,61,61,2000.0,250000.0
U. Gündoğan,Turkey,Galatasaray SK,CM ,27,1623,68.0,59.0,79.0,87.0,67.0,63.0,60.0,58.0,66.0,43.0,54.0,33.0,41.0,62.0,61.0,52.0,35.0,52.0,59.0,66.0,64.0,50.0,36.0,69.0,52.0,43.0,45.0,64.0,43.0,61,62,9000.0,280000.0
M. Lovera,Argentina,Rosario Central,ST RM ,18,1591,81.0,60.0,74.0,81.0,60.0,47.0,48.0,51.0,61.0,61.0,60.0,52.0,19.0,69.0,45.0,60.0,22.0,61.0,58.0,57.0,56.0,56.0,28.0,76.0,61.0,25.0,58.0,54.0,45.0,61,76,2000.0,525000.0
L. Kinsella,Republic of Ireland,Walsall,CM RB ,21,1663,77.0,60.0,77.0,78.0,57.0,52.0,47.0,48.0,55.0,42.0,45.0,43.0,58.0,60.0,54.0,43.0,56.0,52.0,49.0,58.0,61.0,53.0,59.0,75.0,74.0,62.0,60.0,57.0,43.0,61,73,2000.0,400000.0
A. Gordyushenko,Russia,CSKA Moscow,CAM CDM CM ,20,1724,58.0,62.0,63.0,73.0,60.0,54.0,43.0,64.0,52.0,61.0,63.0,61.0,53.0,63.0,58.0,63.0,47.0,53.0,59.0,64.0,65.0,66.0,55.0,60.0,70.0,59.0,57.0,57.0,56.0,61,74,6000.0,475000.0
S. Martínez,Uruguay,Belgrano de Córdoba,CB CM ,25,1710,67.0,70.0,65.0,76.0,61.0,49.0,50.0,59.0,60.0,39.0,48.0,53.0,62.0,66.0,62.0,43.0,52.0,54.0,50.0,61.0,64.0,56.0,59.0,68.0,75.0,63.0,72.0,59.0,42.0,61,63,3000.0,300000.0
E. Ham,Argentina,Argentinos Juniors,CDM CM ,23,1692,70.0,64.0,65.0,65.0,63.0,41.0,48.0,60.0,64.0,54.0,53.0,56.0,61.0,63.0,64.0,48.0,49.0,51.0,49.0,52.0,66.0,58.0,50.0,73.0,74.0,57.0,64.0,52.0,48.0,61,70,2000.0,375000.0
R. Kadima,France,AC Ajaccio,CAM CM ,19,1719,70.0,64.0,65.0,67.0,62.0,41.0,65.0,59.0,59.0,52.0,41.0,63.0,64.0,70.0,61.0,50.0,58.0,47.0,55.0,60.0,67.0,55.0,59.0,70.0,60.0,63.0,66.0,55.0,48.0,61,75,1000.0,525000.0
J. Flores,England,Chesterfield,LM CM ,21,1633,68.0,58.0,73.0,75.0,65.0,60.0,45.0,44.0,62.0,44.0,44.0,49.0,59.0,62.0,58.0,41.0,37.0,49.0,60.0,57.0,66.0,54.0,54.0,68.0,63.0,56.0,59.0,61.0,42.0,61,74,2000.0,475000.0
S. Kobayashi,Japan,Vissel Kobe,CF CM RM ,23,1530,76.0,53.0,63.0,72.0,60.0,42.0,58.0,38.0,58.0,50.0,35.0,43.0,43.0,70.0,51.0,37.0,36.0,40.0,60.0,47.0,62.0,46.0,45.0,76.0,70.0,37.0,59.0,57.0,36.0,61,66,1000.0,325000.0
